method,n,seed,instance,status,objective,gap_%,time_s,n_items,n_truck,n_drone,n_rendv,profit,rental,arrival,W_final,W_capacity,W_actual,evals,time_to_best_s,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,truck_route_node_ids,drone_arc_node_ids,W_sequence
VNS,30,2,bench_30_2,ok,-37221.7533,,450.1196,26,19,7,10,21744.0,58965.7533,811.0833,26111.0,68251.0,30134.0,5239488,358.9686,"[30, 3, 15, 14, 13, 9, 8, 10, 12, 18, 20, 19, 21, 22, 23, 24, 26, 27, 31, 7, 11, 6, 17, 16, 25, 2]","[30, 3, 15, 14, 13, 9, 8, 10, 12, 18, 20, 19, 21, 22, 23, 24, 26, 27, 31]","[7, 11, 6, 17, 16, 25, 2]","[30, 15, 14, 9, 12, 19, 22, 24, 26, 1]","[1, 30, 3, 4, 15, 14, 13, 9, 8, 10, 12, 18, 20, 19, 21, 22, 23, 24, 26, 27, 31, 1]","[(1, 28), (28, 30), (30, 29), (29, 15), (15, 5), (5, 14), (14, 7), (7, 9), (9, 11), (11, 12), (12, 6), (6, 19), (19, 17), (17, 22), (22, 16), (16, 24), (24, 25), (25, 26), (26, 2), (2, 1)]","[(1, 0.0), (30, 0.0), (3, 1001.0), (4, 2005.0), (15, 2005.0), (14, 3007.0), (13, 4010.0), (9, 5013.0), (8, 7028.0), (10, 8029.0), (12, 9033.0), (18, 11036.0), (20, 12038.0), (19, 13047.0), (21, 15058.0), (22, 16062.0), (23, 18073.0), (24, 19077.0), (26, 21092.0), (27, 23103.0), (31, 24105.0), (1, 25105.0)]"
VNS,30,6,bench_30_2,ok,-41970.3056,,450.1257,25,16,9,10,20814.0,62784.3056,863.6081,25115.0,68251.0,30134.0,4650344,157.9932,"[20, 12, 10, 9, 17, 13, 14, 5, 15, 4, 2, 3, 30, 29, 28, 31, 25, 19, 11, 8, 7, 6, 16, 27, 24]","[20, 12, 10, 9, 17, 13, 14, 5, 15, 4, 2, 3, 30, 29, 28, 31]","[25, 19, 11, 8, 7, 6, 16, 27, 24]","[23, 20, 18, 10, 9, 14, 15, 2, 28, 1]","[1, 23, 22, 21, 20, 18, 12, 10, 9, 17, 13, 14, 5, 15, 4, 2, 3, 30, 29, 28, 31, 1]","[(1, 26), (26, 23), (23, 25), (25, 20), (20, 19), (19, 18), (18, 11), (11, 10), (10, 8), (8, 9), (9, 7), (7, 14), (14, 6), (6, 15), (15, 16), (16, 2), (2, 27), (27, 28), (28, 24), (24, 1)]","[(1, 0.0), (23, 0.0), (22, 0.0), (21, 0.0), (20, 0.0), (18, 2015.0), (12, 3021.0), (10, 4021.0), (9, 6028.0), (17, 8035.0), (13, 9042.0), (14, 10045.0), (5, 12057.0), (15, 13065.0), (4, 15072.0), (2, 16080.0), (3, 18095.0), (30, 19099.0), (29, 20100.0), (28, 21106.0), (31, 23109.0), (1, 24109.0)]"
VNS,30,2,bench_30_3,ok,-41881.48,,450.0944,26,18,8,10,21811.0,63692.48,876.1001,26125.0,68251.0,30147.0,6641136,45.042,"[15, 6, 7, 8, 9, 11, 10, 12, 19, 21, 20, 22, 23, 25, 28, 27, 26, 31, 13, 14, 18, 29, 17, 24, 30, 2]","[15, 6, 7, 8, 9, 11, 10, 12, 19, 21, 20, 22, 23, 25, 28, 27, 26, 31]","[13, 14, 18, 29, 17, 24, 30, 2]","[4, 15, 7, 9, 12, 20, 23, 25, 27, 1]","[1, 3, 4, 15, 6, 7, 8, 9, 11, 10, 12, 19, 21, 20, 22, 23, 25, 28, 27, 26, 31, 1]","[(1, 5), (5, 4), (4, 16), (16, 15), (15, 13), (13, 7), (7, 14), (14, 9), (9, 18), (18, 12), (12, 29), (29, 20), (20, 17), (17, 23), (23, 24), (24, 25), (25, 30), (30, 27), (27, 2), (2, 1)]","[(1, 0.0), (3, 0.0), (4, 0.0), (15, 0.0), (6, 1006.0), (7, 2008.0), (8, 4019.0), (9, 5028.0), (11, 7037.0), (10, 8038.0), (12, 9043.0), (19, 11056.0), (21, 12063.0), (20, 13067.0), (22, 15077.0), (23, 16084.0), (25, 18096.0), (28, 20104.0), (27, 21112.0), (26, 23123.0), (31, 24123.0), (1, 25123.0)]"
VNS,30,6,bench_30_3,ok,-45140.8774,,450.1103,26,18,8,10,22169.0,67309.8774,925.858,26125.0,68251.0,30147.0,6945163,199.0695,"[23, 20, 21, 12, 10, 11, 8, 7, 6, 15, 14, 13, 18, 4, 16, 29, 30, 31, 25, 17, 9, 2, 5, 27, 28, 26]","[23, 20, 21, 12, 10, 11, 8, 7, 6, 15, 14, 13, 18, 4, 16, 29, 30, 31]","[25, 17, 9, 2, 5, 27, 28, 26]","[23, 21, 10, 7, 13, 4, 29, 30, 31, 1]","[1, 23, 22, 20, 21, 19, 12, 10, 11, 8, 7, 6, 15, 14, 13, 18, 4, 16, 29, 30, 31, 1]","[(1, 3), (3, 23), (23, 24), (24, 21), (21, 25), (25, 10), (10, 17), (17, 7), (7, 9), (9, 13), (13, 2), (2, 4), (4, 5), (5, 29), (29, 27), (27, 30), (30, 28), (28, 31), (31, 26), (26, 1)]","[(1, 0.0), (23, 0.0), (22, 1003.0), (20, 1003.0), (21, 2005.0), (19, 3009.0), (12, 3009.0), (10, 4018.0), (11, 6028.0), (8, 7029.0), (7, 8038.0), (6, 10055.0), (15, 11057.0), (14, 12063.0), (13, 13071.0), (18, 15075.0), (4, 16079.0), (16, 18089.0), (29, 19097.0), (30, 21106.0), (31, 23117.0), (1, 25125.0)]"
VNS,30,2,bench_30_4,ok,-46498.4244,,450.0516,26,17,9,10,22336.0,68834.4244,946.8284,26121.0,68251.0,30139.0,6845965,3.2623,"[7, 6, 9, 11, 15, 14, 10, 12, 13, 24, 23, 25, 26, 20, 27, 28, 29, 2, 4, 16, 22, 30, 21, 18, 19, 31]","[7, 6, 9, 11, 15, 14, 10, 12, 13, 24, 23, 25, 26, 20, 27, 28, 29]","[2, 4, 16, 22, 30, 21, 18, 19, 31]","[3, 8, 15, 13, 23, 26, 20, 28, 29, 1]","[1, 3, 5, 7, 8, 6, 9, 11, 15, 14, 10, 12, 13, 24, 23, 25, 26, 20, 27, 28, 29, 1]","[(1, 17), (17, 3), (3, 2), (2, 8), (8, 4), (4, 15), (15, 16), (16, 13), (13, 22), (22, 23), (23, 30), (30, 26), (26, 21), (21, 20), (20, 18), (18, 28), (28, 19), (19, 29), (29, 31), (31, 1)]","[(1, 0.0), (3, 0.0), (5, 0.0), (7, 0.0), (8, 1009.0), (6, 2014.0), (9, 3016.0), (11, 4016.0), (15, 5022.0), (14, 7031.0), (10, 8037.0), (12, 9037.0), (13, 10042.0), (24, 12049.0), (23, 13057.0), (25, 15062.0), (26, 16068.0), (20, 18074.0), (27, 20087.0), (28, 21094.0), (29, 23105.0), (1, 25114.0)]"
VNS,30,6,bench_30_4,ok,-47651.1903,,450.025,25,17,8,10,21547.0,69198.1903,951.8321,25119.0,68251.0,30139.0,7212221,18.9703,"[7, 9, 11, 15, 14, 10, 12, 13, 24, 23, 25, 26, 20, 19, 27, 28, 29, 4, 16, 22, 30, 21, 18, 2, 31]","[7, 9, 11, 15, 14, 10, 12, 13, 24, 23, 25, 26, 20, 19, 27, 28, 29]","[4, 16, 22, 30, 21, 18, 2, 31]","[5, 7, 15, 13, 23, 26, 20, 27, 29, 1]","[1, 3, 5, 7, 6, 9, 11, 15, 14, 10, 12, 13, 24, 23, 25, 26, 20, 19, 27, 28, 29, 1]","[(1, 17), (17, 5), (5, 8), (8, 7), (7, 4), (4, 15), (15, 16), (16, 13), (13, 22), (22, 23), (23, 30), (30, 26), (26, 21), (21, 20), (20, 18), (18, 27), (27, 2), (2, 29), (29, 31), (31, 1)]","[(1, 0.0), (3, 0.0), (5, 0.0), (7, 0.0), (6, 1009.0), (9, 1009.0), (11, 2009.0), (15, 3015.0), (14, 5024.0), (10, 6030.0), (12, 7030.0), (13, 8035.0), (24, 10042.0), (23, 11050.0), (25, 13055.0), (26, 14061.0), (20, 16067.0), (19, 18080.0), (27, 19082.0), (28, 21096.0), (29, 22100.0), (1, 24112.0)]"
VNS,30,2,bench_30_5,ok,-39606.0637,,450.1459,26,19,7,10,21791.0,61397.0637,844.5263,26112.0,68251.0,30126.0,6968864,175.4642,"[25, 22, 16, 17, 13, 14, 10, 9, 8, 7, 6, 18, 19, 20, 5, 30, 3, 31, 2, 12, 11, 27, 26, 4, 28, 29]","[25, 22, 16, 17, 13, 14, 10, 9, 8, 7, 6, 18, 19, 20, 5, 30, 3, 31, 2]","[12, 11, 27, 26, 4, 28, 29]","[25, 22, 16, 10, 9, 19, 30, 3, 2, 1]","[1, 25, 24, 22, 16, 17, 13, 14, 10, 9, 8, 7, 6, 18, 19, 20, 5, 30, 3, 31, 2, 1]","[(1, 23), (23, 25), (25, 21), (21, 22), (22, 15), (15, 16), (16, 12), (12, 10), (10, 11), (11, 9), (9, 27), (27, 19), (19, 26), (26, 30), (30, 4), (4, 3), (3, 28), (28, 2), (2, 29), (29, 1)]","[(1, 0.0), (25, 0.0), (24, 1004.0), (22, 1004.0), (16, 2008.0), (17, 3010.0), (13, 4015.0), (14, 5024.0), (10, 6025.0), (9, 8036.0), (8, 10045.0), (7, 11052.0), (6, 12059.0), (18, 13068.0), (19, 14077.0), (20, 16089.0), (5, 17095.0), (30, 18099.0), (3, 20106.0), (31, 22110.0), (2, 23110.0), (1, 25112.0)]"
VNS,30,6,bench_30_5,ok,-39610.8654,,450.0512,27,19,8,10,22287.0,61897.8654,851.4149,27113.0,68251.0,30126.0,6090829,448.0879,"[25, 22, 16, 17, 13, 14, 10, 9, 8, 7, 6, 18, 19, 20, 5, 30, 3, 31, 2, 23, 15, 11, 12, 26, 4, 28, 29]","[25, 22, 16, 17, 13, 14, 10, 9, 8, 7, 6, 18, 19, 20, 5, 30, 3, 31, 2]","[23, 15, 11, 12, 26, 4, 28, 29]","[24, 22, 13, 9, 7, 19, 30, 3, 2, 1]","[1, 25, 24, 22, 16, 17, 13, 14, 10, 9, 8, 7, 6, 18, 19, 20, 5, 30, 3, 31, 2, 1]","[(1, 27), (27, 24), (24, 21), (21, 22), (22, 23), (23, 13), (13, 15), (15, 9), (9, 11), (11, 7), (7, 12), (12, 19), (19, 26), (26, 30), (30, 4), (4, 3), (3, 28), (28, 2), (2, 29), (29, 1)]","[(1, 0.0), (25, 0.0), (24, 1004.0), (22, 1004.0), (16, 2008.0), (17, 3010.0), (13, 4015.0), (14, 6028.0), (10, 7029.0), (9, 8033.0), (8, 10040.0), (7, 11047.0), (6, 13058.0), (18, 14067.0), (19, 15076.0), (20, 17090.0), (5, 18096.0), (30, 19100.0), (3, 21107.0), (31, 23111.0), (2, 24111.0), (1, 26113.0)]"
VNS,40,0,bench_40_1,ok,-47578.0104,,600.0517,36,26,10,10,32444.0,80022.0104,1100.7154,36160.0,91001.0,40189.0,6838253,526.5029,"[6, 19, 20, 8, 10, 13, 12, 18, 17, 16, 15, 14, 25, 28, 27, 29, 30, 31, 32, 33, 36, 35, 34, 38, 37, 2, 4, 9, 24, 26, 23, 40, 5, 39, 41, 3]","[6, 19, 20, 8, 10, 13, 12, 18, 17, 16, 15, 14, 25, 28, 27, 29, 30, 31, 32, 33, 36, 35, 34, 38, 37, 2]","[4, 9, 24, 26, 23, 40, 5, 39, 41, 3]","[11, 13, 14, 25, 28, 32, 38, 37, 2, 1]","[1, 6, 7, 22, 19, 20, 21, 8, 10, 11, 13, 12, 18, 17, 16, 15, 14, 25, 28, 27, 29, 30, 31, 32, 33, 36, 35, 34, 38, 37, 2, 1]","[(1, 4), (4, 11), (11, 9), (9, 13), (13, 24), (24, 14), (14, 26), (26, 25), (25, 23), (23, 28), (28, 40), (40, 32), (32, 5), (5, 38), (38, 39), (39, 37), (37, 41), (41, 2), (2, 3), (3, 1)]","[(1, 0.0), (6, 0.0), (7, 1004.0), (22, 1004.0), (19, 1004.0), (20, 2013.0), (21, 3016.0), (8, 3016.0), (10, 4018.0), (11, 5023.0), (13, 6024.0), (12, 8029.0), (18, 9031.0), (17, 10037.0), (16, 11044.0), (15, 12049.0), (14, 13051.0), (25, 15060.0), (28, 17071.0), (27, 19079.0), (29, 20083.0), (30, 21087.0), (31, 22091.0), (32, 23097.0), (33, 25110.0), (36, 26110.0), (35, 27116.0), (34, 28119.0), (38, 29124.0), (37, 31139.0), (2, 33143.0), (1, 35154.0)]"
VNS,40,4,bench_40_1,ok,-49506.9346,,600.1197,36,27,9,10,32139.0,81645.9346,1123.0527,36176.0,91001.0,40189.0,8386792,153.889,"[31, 29, 28, 25, 14, 15, 16, 17, 18, 12, 13, 11, 10, 9, 8, 21, 20, 19, 26, 24, 23, 22, 7, 6, 5, 4, 3, 35, 37, 36, 32, 39, 38, 40, 41, 2]","[31, 29, 28, 25, 14, 15, 16, 17, 18, 12, 13, 11, 10, 9, 8, 21, 20, 19, 26, 24, 23, 22, 7, 6, 5, 4, 3]","[35, 37, 36, 32, 39, 38, 40, 41, 2]","[34, 31, 25, 13, 19, 23, 6, 4, 3, 1]","[1, 34, 30, 31, 29, 27, 28, 25, 14, 15, 16, 17, 18, 12, 13, 11, 10, 9, 8, 21, 20, 19, 26, 24, 23, 22, 7, 6, 5, 4, 3, 1]","[(1, 33), (33, 34), (34, 35), (35, 31), (31, 37), (37, 25), (25, 36), (36, 13), (13, 32), (32, 19), (19, 39), (39, 23), (23, 38), (38, 6), (6, 40), (40, 4), (4, 41), (41, 3), (3, 2), (2, 1)]","[(1, 0.0), (34, 0.0), (30, 0.0), (31, 0.0), (29, 2009.0), (27, 3013.0), (28, 3013.0), (25, 4015.0), (14, 6019.0), (15, 7021.0), (16, 8023.0), (17, 9028.0), (18, 10035.0), (12, 11041.0), (13, 12043.0), (11, 14050.0), (10, 15057.0), (9, 16062.0), (8, 17066.0), (21, 18068.0), (20, 19076.0), (19, 20079.0), (26, 22092.0), (24, 23099.0), (23, 24106.0), (22, 26116.0), (7, 27122.0), (6, 28130.0), (5, 30140.0), (4, 31149.0), (3, 33159.0), (1, 35170.0)]"
VNS,40,8,bench_40_1,ok,-45702.0959,,600.1866,37,27,10,10,33290.0,78992.0959,1086.5488,37168.0,91001.0,40189.0,7706525,282.7192,"[6, 7, 19, 20, 8, 9, 10, 13, 12, 18, 17, 16, 15, 14, 25, 28, 27, 29, 31, 30, 33, 36, 35, 34, 38, 41, 2, 4, 5, 26, 23, 24, 32, 37, 39, 40, 3]","[6, 7, 19, 20, 8, 9, 10, 13, 12, 18, 17, 16, 15, 14, 25, 28, 27, 29, 31, 30, 33, 36, 35, 34, 38, 41, 2]","[4, 5, 26, 23, 24, 32, 37, 39, 40, 3]","[11, 14, 25, 29, 30, 33, 35, 38, 2, 1]","[1, 6, 7, 22, 19, 20, 21, 8, 9, 10, 11, 13, 12, 18, 17, 16, 15, 14, 25, 28, 27, 29, 31, 30, 33, 36, 35, 34, 38, 41, 2, 1]","[(1, 4), (4, 11), (11, 5), (5, 14), (14, 26), (26, 25), (25, 23), (23, 29), (29, 24), (24, 30), (30, 32), (32, 33), (33, 37), (37, 35), (35, 39), (39, 38), (38, 40), (40, 2), (2, 3), (3, 1)]","[(1, 0.0), (6, 0.0), (7, 1004.0), (22, 2012.0), (19, 2012.0), (20, 3021.0), (21, 4024.0), (8, 4024.0), (9, 5026.0), (10, 6030.0), (11, 7035.0), (13, 8036.0), (12, 9037.0), (18, 10039.0), (17, 11045.0), (16, 12052.0), (15, 13057.0), (14, 14059.0), (25, 16070.0), (28, 18081.0), (27, 19083.0), (29, 20087.0), (31, 22097.0), (30, 23103.0), (33, 25114.0), (36, 27118.0), (35, 28124.0), (34, 30127.0), (38, 31132.0), (41, 33142.0), (2, 34147.0), (1, 36162.0)]"
VNS,40,0,bench_40_2,ok,-52593.3827,,600.0219,33,26,7,10,27861.0,80454.3827,1106.6628,33152.0,91001.0,40172.0,7606575,576.3544,"[24, 25, 22, 13, 12, 11, 9, 10, 8, 6, 7, 5, 17, 16, 18, 4, 2, 40, 3, 39, 19, 38, 37, 36, 35, 41, 31, 33, 20, 34, 29, 32, 30]","[24, 25, 22, 13, 12, 11, 9, 10, 8, 6, 7, 5, 17, 16, 18, 4, 2, 40, 3, 39, 19, 38, 37, 36, 35, 41]","[31, 33, 20, 34, 29, 32, 30]","[28, 24, 9, 8, 16, 4, 39, 38, 35, 1]","[1, 28, 27, 24, 25, 21, 22, 13, 12, 15, 11, 9, 10, 8, 6, 7, 5, 17, 16, 18, 4, 2, 40, 3, 39, 19, 38, 37, 36, 35, 41, 1]","[(1, 23), (23, 28), (28, 26), (26, 24), (24, 31), (31, 9), (9, 14), (14, 8), (8, 33), (33, 16), (16, 20), (20, 4), (4, 34), (34, 39), (39, 29), (29, 38), (38, 32), (32, 35), (35, 30), (30, 1)]","[(1, 0.0), (28, 0.0), (27, 0.0), (24, 0.0), (25, 1006.0), (21, 2015.0), (22, 2015.0), (13, 3023.0), (12, 4026.0), (15, 5031.0), (11, 5031.0), (9, 6035.0), (10, 8042.0), (8, 9048.0), (6, 10048.0), (7, 11053.0), (5, 12062.0), (17, 13070.0), (16, 14073.0), (18, 16081.0), (4, 17083.0), (2, 19098.0), (40, 20104.0), (3, 21105.0), (39, 22109.0), (19, 24115.0), (38, 25124.0), (37, 27128.0), (36, 28134.0), (35, 29140.0), (41, 31146.0), (1, 32146.0)]"
VNS,40,4,bench_40_2,ok,-57262.2804,,600.0171,32,24,8,10,27191.0,84453.2804,1161.6682,32143.0,91001.0,40172.0,7578820,339.214,"[24, 25, 22, 13, 12, 11, 9, 10, 6, 7, 17, 16, 20, 19, 38, 39, 18, 4, 2, 3, 40, 36, 35, 41, 29, 8, 26, 30, 32, 31, 37, 34]","[24, 25, 22, 13, 12, 11, 9, 10, 6, 7, 17, 16, 20, 19, 38, 39, 18, 4, 2, 3, 40, 36, 35, 41]","[29, 8, 26, 30, 32, 31, 37, 34]","[28, 22, 7, 17, 23, 38, 4, 36, 35, 1]","[1, 28, 27, 24, 25, 21, 22, 13, 12, 15, 11, 9, 10, 6, 7, 5, 17, 16, 20, 23, 19, 38, 39, 18, 4, 2, 3, 40, 36, 35, 41, 1]","[(1, 33), (33, 28), (28, 14), (14, 22), (22, 29), (29, 7), (7, 8), (8, 17), (17, 26), (26, 23), (23, 30), (30, 38), (38, 32), (32, 4), (4, 31), (31, 36), (36, 37), (37, 35), (35, 34), (34, 1)]","[(1, 0.0), (28, 0.0), (27, 0.0), (24, 0.0), (25, 1006.0), (21, 2015.0), (22, 2015.0), (13, 3023.0), (12, 4026.0), (15, 5031.0), (11, 5031.0), (9, 6035.0), (10, 7036.0), (6, 8042.0), (7, 9047.0), (5, 11057.0), (17, 11057.0), (16, 13060.0), (20, 14063.0), (23, 15070.0), (19, 16074.0), (38, 17083.0), (39, 19092.0), (18, 20096.0), (4, 21098.0), (2, 23111.0), (3, 24117.0), (40, 25121.0), (36, 26122.0), (35, 28134.0), (41, 30141.0), (1, 31141.0)]"
VNS,40,8,bench_40_2,ok,-46490.9116,,600.0075,35,26,9,10,29128.0,75618.9116,1040.1501,35153.0,91001.0,40172.0,6754543,503.8684,"[33, 29, 28, 24, 25, 22, 13, 12, 15, 11, 9, 10, 8, 6, 7, 16, 17, 18, 4, 3, 40, 39, 37, 36, 35, 41, 31, 30, 14, 20, 5, 2, 19, 38, 34]","[33, 29, 28, 24, 25, 22, 13, 12, 15, 11, 9, 10, 8, 6, 7, 16, 17, 18, 4, 3, 40, 39, 37, 36, 35, 41]","[31, 30, 14, 20, 5, 2, 19, 38, 34]","[28, 22, 6, 16, 18, 3, 39, 37, 35, 1]","[1, 33, 32, 29, 28, 27, 26, 24, 25, 21, 22, 13, 12, 15, 11, 9, 10, 8, 6, 7, 16, 17, 18, 4, 3, 40, 39, 37, 36, 35, 41, 1]","[(1, 23), (23, 28), (28, 31), (31, 22), (22, 30), (30, 6), (6, 14), (14, 16), (16, 20), (20, 18), (18, 5), (5, 3), (3, 2), (2, 39), (39, 19), (19, 37), (37, 38), (38, 35), (35, 34), (34, 1)]","[(1, 0.0), (33, 0.0), (32, 1005.0), (29, 1005.0), (28, 2006.0), (27, 3010.0), (26, 3010.0), (24, 3010.0), (25, 4016.0), (21, 5025.0), (22, 5025.0), (13, 7039.0), (12, 8042.0), (15, 9047.0), (11, 10047.0), (9, 11051.0), (10, 12052.0), (8, 13058.0), (6, 14058.0), (7, 16069.0), (16, 17078.0), (17, 19083.0), (18, 20086.0), (4, 22095.0), (3, 23103.0), (40, 25115.0), (39, 26116.0), (37, 28126.0), (36, 30141.0), (35, 31147.0), (41, 33151.0), (1, 34151.0)]"
VNS,40,0,bench_40_3,ok,-53892.195,,600.087,37,27,10,10,31130.0,85022.195,1169.4937,37180.0,91001.0,40203.0,8214411,152.0126,"[26, 27, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 39, 20, 4, 5, 6, 2, 3, 38, 40, 41, 32, 31, 30, 29, 21, 33, 37, 35, 36, 34]","[26, 27, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 39, 20, 4, 5, 6, 2, 3, 38, 40, 41]","[32, 31, 30, 29, 21, 33, 37, 35, 36, 34]","[23, 10, 22, 20, 5, 3, 38, 40, 41, 1]","[1, 28, 26, 25, 27, 24, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 39, 20, 4, 5, 6, 2, 3, 38, 40, 41, 1]","[(1, 32), (32, 23), (23, 31), (31, 10), (10, 30), (30, 22), (22, 29), (29, 20), (20, 21), (21, 5), (5, 33), (33, 3), (3, 37), (37, 38), (38, 35), (35, 40), (40, 36), (36, 41), (41, 34), (34, 1)]","[(1, 0.0), (28, 0.0), (26, 0.0), (25, 1002.0), (27, 1002.0), (24, 2006.0), (23, 2006.0), (15, 4018.0), (13, 5027.0), (14, 6032.0), (16, 7033.0), (12, 8041.0), (11, 9041.0), (10, 10042.0), (9, 12054.0), (8, 13063.0), (7, 14071.0), (19, 15073.0), (18, 16079.0), (17, 17087.0), (22, 18090.0), (39, 20099.0), (20, 21107.0), (4, 23118.0), (5, 24126.0), (6, 26143.0), (2, 27144.0), (3, 28146.0), (38, 30156.0), (40, 32161.0), (41, 34172.0), (1, 36180.0)]"
VNS,40,4,bench_40_3,ok,-51758.6309,,600.0001,34,27,7,10,29049.0,80807.6309,1111.5217,34172.0,91001.0,40203.0,7881043,205.0944,"[37, 29, 26, 27, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 5, 6, 4, 20, 39, 38, 3, 2, 32, 35, 21, 30, 40, 41, 36]","[37, 29, 26, 27, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 5, 6, 4, 20, 39, 38, 3, 2]","[32, 35, 21, 30, 40, 41, 36]","[37, 28, 27, 10, 22, 5, 39, 38, 2, 1]","[1, 37, 29, 28, 26, 25, 27, 24, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 5, 6, 4, 20, 39, 38, 3, 2, 1]","[(1, 34), (34, 37), (37, 33), (33, 28), (28, 31), (31, 27), (27, 32), (32, 10), (10, 35), (35, 22), (22, 21), (21, 5), (5, 30), (30, 39), (39, 40), (40, 38), (38, 41), (41, 2), (2, 36), (36, 1)]","[(1, 0.0), (37, 0.0), (29, 1004.0), (28, 2007.0), (26, 2007.0), (25, 3009.0), (27, 3009.0), (24, 4013.0), (23, 4013.0), (15, 5022.0), (13, 6031.0), (14, 7036.0), (16, 8037.0), (12, 9045.0), (11, 10045.0), (10, 11046.0), (9, 13058.0), (8, 14067.0), (7, 15075.0), (19, 16077.0), (18, 17083.0), (17, 18091.0), (22, 19094.0), (5, 21106.0), (6, 23123.0), (4, 24124.0), (20, 25132.0), (39, 26140.0), (38, 28153.0), (3, 30157.0), (2, 31162.0), (1, 33164.0)]"
VNS,40,8,bench_40_3,ok,-49669.9041,,600.0001,34,26,8,10,29046.0,78715.9041,1082.7497,34176.0,91001.0,40203.0,8106128,590.9506,"[37, 29, 28, 26, 27, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 21, 39, 20, 4, 2, 3, 32, 33, 6, 30, 38, 5, 40, 36]","[37, 29, 28, 26, 27, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 21, 39, 20, 4, 2, 3]","[32, 33, 6, 30, 38, 5, 40, 36]","[37, 26, 15, 9, 19, 21, 20, 4, 3, 1]","[1, 41, 34, 35, 37, 29, 28, 26, 27, 24, 23, 15, 13, 14, 16, 12, 11, 10, 9, 8, 7, 19, 18, 17, 22, 21, 39, 20, 4, 2, 3, 1]","[(1, 31), (31, 37), (37, 25), (25, 26), (26, 32), (32, 15), (15, 33), (33, 9), (9, 6), (6, 19), (19, 30), (30, 21), (21, 38), (38, 20), (20, 5), (5, 4), (4, 40), (40, 3), (3, 36), (36, 1)]","[(1, 0.0), (41, 0.0), (34, 0.0), (35, 0.0), (37, 0.0), (29, 1004.0), (28, 2007.0), (26, 3014.0), (27, 4016.0), (24, 5020.0), (23, 5020.0), (15, 6029.0), (13, 8041.0), (14, 9046.0), (16, 10047.0), (12, 11055.0), (11, 12055.0), (10, 13056.0), (9, 14065.0), (8, 16079.0), (7, 17087.0), (19, 18089.0), (18, 20096.0), (17, 21104.0), (22, 22107.0), (21, 23111.0), (39, 25125.0), (20, 26133.0), (4, 28142.0), (2, 30158.0), (3, 31160.0), (1, 33168.0)]"
VNS,40,0,bench_40_4,ok,-45914.3835,,600.5145,37,27,10,10,31752.0,77666.3835,1068.3134,37172.0,91001.0,40195.0,7850030,203.8634,"[2, 20, 5, 6, 9, 8, 7, 11, 13, 18, 17, 14, 12, 15, 16, 31, 30, 32, 33, 34, 26, 25, 24, 35, 36, 38, 37, 3, 19, 28, 29, 27, 22, 40, 23, 39, 41]","[2, 20, 5, 6, 9, 8, 7, 11, 13, 18, 17, 14, 12, 15, 16, 31, 30, 32, 33, 34, 26, 25, 24, 35, 36, 38, 37]","[3, 19, 28, 29, 27, 22, 40, 23, 39, 41]","[11, 17, 16, 30, 32, 34, 24, 36, 37, 1]","[1, 2, 4, 21, 20, 5, 6, 9, 10, 8, 7, 11, 13, 18, 17, 14, 12, 15, 16, 31, 30, 32, 33, 34, 26, 25, 24, 35, 36, 38, 37, 1]","[(1, 3), (3, 11), (11, 19), (19, 17), (17, 28), (28, 16), (16, 29), (29, 30), (30, 27), (27, 32), (32, 22), (22, 34), (34, 40), (40, 24), (24, 23), (23, 36), (36, 39), (39, 37), (37, 41), (41, 1)]","[(1, 0.0), (2, 0.0), (4, 1009.0), (21, 1009.0), (20, 1009.0), (5, 2018.0), (6, 3021.0), (9, 4021.0), (10, 5030.0), (8, 5030.0), (7, 6038.0), (11, 7040.0), (13, 9045.0), (18, 10051.0), (17, 11057.0), (14, 13066.0), (12, 14071.0), (15, 15071.0), (16, 16076.0), (31, 18083.0), (30, 19091.0), (32, 21096.0), (33, 23109.0), (34, 24113.0), (26, 26117.0), (25, 27121.0), (24, 28127.0), (35, 30131.0), (36, 31138.0), (38, 33149.0), (37, 34156.0), (1, 36165.0)]"
