method,n,seed,instance,status,objective,gap_%,time_s,n_items,n_truck,n_drone,n_rendv,profit,rental,arrival,W_final,W_capacity,W_actual,evals,time_to_best_s,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,truck_route_node_ids,drone_arc_node_ids,W_sequence
VNS,10,5,bench_10_4,ok,-36395.6646,32.3808,30.0003,7,4,3,4,6408.0,42803.6646,588.7712,7031.0,22750.0,10043.0,5020120,7.774,"[7, 9, 10, 11, 6, 4, 8]","[7, 9, 10, 11]","[6, 4, 8]","[3, 7, 9, 1]","[1, 2, 3, 7, 9, 10, 11, 1]","[(1, 6), (6, 3), (3, 5), (5, 7), (7, 4), (4, 9), (9, 8), (8, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (7, 1000.0), (9, 2003.0), (10, 4019.0), (11, 5023.0), (1, 6030.0)]"
VNS,10,7,bench_10_4,ok,-36395.6646,32.3808,30.0007,7,4,3,4,6408.0,42803.6646,588.7712,7031.0,22750.0,10043.0,5088141,10.4533,"[7, 9, 10, 11, 6, 4, 8]","[7, 9, 10, 11]","[6, 4, 8]","[3, 7, 9, 1]","[1, 2, 3, 7, 9, 10, 11, 1]","[(1, 6), (6, 3), (3, 5), (5, 7), (7, 4), (4, 9), (9, 8), (8, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (7, 1000.0), (9, 2003.0), (10, 4019.0), (11, 5023.0), (1, 6030.0)]"
VNS,10,1,bench_10_5,ok,-32684.6289,18.8827,30.0,7,4,3,4,6155.0,38839.6289,534.2452,7038.0,22750.0,10055.0,5074305,1.4241,"[6, 7, 2, 11, 4, 3, 10]","[6, 7, 2, 11]","[4, 3, 10]","[8, 6, 11, 1]","[1, 9, 8, 6, 7, 2, 11, 1]","[(1, 5), (5, 8), (8, 4), (4, 6), (6, 3), (3, 11), (11, 10), (10, 1)]","[(1, 0.0), (9, 0.0), (8, 0.0), (6, 0.0), (7, 2012.0), (2, 3018.0), (11, 4022.0), (1, 6036.0)]"
VNS,10,3,bench_10_5,ok,-32684.6289,18.8827,30.0,7,4,3,4,6155.0,38839.6289,534.2452,7038.0,22750.0,10055.0,5044071,8.2053,"[6, 7, 2, 11, 4, 3, 10]","[6, 7, 2, 11]","[4, 3, 10]","[8, 6, 11, 1]","[1, 9, 8, 6, 7, 2, 11, 1]","[(1, 5), (5, 8), (8, 4), (4, 6), (6, 3), (3, 11), (11, 10), (10, 1)]","[(1, 0.0), (9, 0.0), (8, 0.0), (6, 0.0), (7, 2012.0), (2, 3018.0), (11, 4022.0), (1, 6036.0)]"
VNS,10,5,bench_10_5,ok,-32684.6289,18.8827,30.0002,7,4,3,4,6155.0,38839.6289,534.2452,7038.0,22750.0,10055.0,5095035,2.6406,"[6, 7, 2, 11, 4, 3, 10]","[6, 7, 2, 11]","[4, 3, 10]","[8, 6, 11, 1]","[1, 9, 8, 6, 7, 2, 11, 1]","[(1, 5), (5, 8), (8, 4), (4, 6), (6, 3), (3, 11), (11, 10), (10, 1)]","[(1, 0.0), (9, 0.0), (8, 0.0), (6, 0.0), (7, 2012.0), (2, 3018.0), (11, 4022.0), (1, 6036.0)]"
VNS,10,7,bench_10_5,ok,-32684.6289,18.8827,30.0001,7,4,3,4,6155.0,38839.6289,534.2452,7038.0,22750.0,10055.0,5085136,1.7583,"[6, 7, 2, 11, 4, 3, 10]","[6, 7, 2, 11]","[4, 3, 10]","[8, 6, 11, 1]","[1, 9, 8, 6, 7, 2, 11, 1]","[(1, 5), (5, 8), (8, 4), (4, 6), (6, 3), (3, 11), (11, 10), (10, 1)]","[(1, 0.0), (9, 0.0), (8, 0.0), (6, 0.0), (7, 2012.0), (2, 3018.0), (11, 4022.0), (1, 6036.0)]"
VNS,15,3,bench_15_1,ok,-36385.6115,-0.0002,120.0018,11,6,5,7,9094.0,45479.6115,625.5793,11051.0,34126.0,15068.0,6580880,3.1581,"[9, 6, 10, 4, 3, 2, 8, 7, 13, 5, 15]","[9, 6, 10, 4, 3, 2]","[8, 7, 13, 5, 15]","[16, 12, 9, 6, 4, 2, 1]","[1, 16, 12, 9, 6, 10, 4, 3, 2, 1]","[(1, 11), (11, 16), (16, 14), (14, 12), (12, 8), (8, 9), (9, 7), (7, 6), (6, 13), (13, 4), (4, 5), (5, 2), (2, 15), (15, 1)]","[(1, 0.0), (16, 0.0), (12, 0.0), (9, 0.0), (6, 2018.0), (10, 4021.0), (4, 5026.0), (3, 7039.0), (2, 8040.0), (1, 10049.0)]"
VNS,15,7,bench_15_1,ok,-36385.6115,-0.0002,120.0024,11,6,5,7,9094.0,45479.6115,625.5793,11051.0,34126.0,15068.0,6801605,1.5159,"[9, 6, 10, 4, 3, 2, 8, 7, 13, 5, 15]","[9, 6, 10, 4, 3, 2]","[8, 7, 13, 5, 15]","[16, 12, 9, 6, 4, 2, 1]","[1, 16, 12, 9, 6, 10, 4, 3, 2, 1]","[(1, 11), (11, 16), (16, 14), (14, 12), (12, 8), (8, 9), (9, 7), (7, 6), (6, 13), (13, 4), (4, 5), (5, 2), (2, 15), (15, 1)]","[(1, 0.0), (16, 0.0), (12, 0.0), (9, 0.0), (6, 2018.0), (10, 4021.0), (4, 5026.0), (3, 7039.0), (2, 8040.0), (1, 10049.0)]"
VNS,15,3,bench_15_2,ok,-39847.1294,9.5132,120.0012,9,5,4,6,7691.0,47538.1294,653.8945,9041.0,34126.0,15070.0,8428527,44.5435,"[4, 6, 7, 15, 16, 5, 11, 14, 13]","[4, 6, 7, 15, 16]","[5, 11, 14, 13]","[3, 4, 6, 10, 15, 1]","[1, 2, 3, 4, 6, 7, 8, 10, 15, 16, 1]","[(1, 12), (12, 3), (3, 9), (9, 4), (4, 5), (5, 6), (6, 11), (11, 10), (10, 14), (14, 15), (15, 13), (13, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (6, 1005.0), (7, 3015.0), (8, 4019.0), (10, 4019.0), (15, 5025.0), (16, 7037.0), (1, 8037.0)]"
VNS,15,7,bench_15_2,ok,-39847.1294,9.5132,120.0004,9,5,4,6,7691.0,47538.1294,653.8945,9041.0,34126.0,15070.0,8386355,34.8092,"[4, 6, 7, 15, 16, 5, 11, 14, 13]","[4, 6, 7, 15, 16]","[5, 11, 14, 13]","[3, 4, 6, 10, 15, 1]","[1, 2, 3, 4, 6, 7, 8, 10, 15, 16, 1]","[(1, 12), (12, 3), (3, 9), (9, 4), (4, 5), (5, 6), (6, 11), (11, 10), (10, 14), (14, 15), (15, 13), (13, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (6, 1005.0), (7, 3015.0), (8, 4019.0), (10, 4019.0), (15, 5025.0), (16, 7037.0), (1, 8037.0)]"
VNS,15,3,bench_15_3,ok,-36689.4522,0.8349,120.0002,11,7,4,5,9182.0,45871.4522,630.9691,11056.0,34126.0,15084.0,9125319,77.7463,"[8, 10, 11, 14, 13, 12, 16, 3, 5, 6, 2]","[8, 10, 11, 14, 13, 12, 16]","[3, 5, 6, 2]","[8, 7, 10, 13, 1]","[1, 15, 9, 8, 7, 10, 11, 14, 13, 12, 16, 1]","[(1, 4), (4, 8), (8, 3), (3, 7), (7, 5), (5, 10), (10, 6), (6, 13), (13, 2), (2, 1)]","[(1, 0.0), (15, 0.0), (9, 0.0), (8, 0.0), (7, 1006.0), (10, 2014.0), (11, 4026.0), (14, 5029.0), (13, 6037.0), (12, 8054.0), (16, 9054.0), (1, 10054.0)]"
VNS,15,7,bench_15_3,ok,-36689.4522,0.8349,120.0019,11,7,4,5,9182.0,45871.4522,630.9691,11056.0,34126.0,15084.0,9721889,9.6554,"[8, 10, 11, 14, 13, 12, 16, 3, 5, 6, 2]","[8, 10, 11, 14, 13, 12, 16]","[3, 5, 6, 2]","[8, 7, 10, 13, 1]","[1, 15, 9, 8, 7, 10, 11, 14, 13, 12, 16, 1]","[(1, 4), (4, 8), (8, 3), (3, 7), (7, 5), (5, 10), (10, 6), (6, 13), (13, 2), (2, 1)]","[(1, 0.0), (15, 0.0), (9, 0.0), (8, 0.0), (7, 1006.0), (10, 2014.0), (11, 4026.0), (14, 5029.0), (13, 6037.0), (12, 8054.0), (16, 9054.0), (1, 10054.0)]"
VNS,15,3,bench_15_4,ok,-34558.1341,-5.0227,120.0038,14,8,6,7,12484.0,47042.1341,647.072,14061.0,34126.0,15068.0,7363643,57.5701,"[2, 3, 4, 9, 11, 10, 15, 16, 5, 7, 8, 12, 13, 14]","[2, 3, 4, 9, 11, 10, 15, 16]","[5, 7, 8, 12, 13, 14]","[3, 4, 11, 10, 15, 16, 1]","[1, 2, 3, 4, 9, 11, 10, 15, 16, 1]","[(1, 6), (6, 3), (3, 5), (5, 4), (4, 7), (7, 11), (11, 8), (8, 10), (10, 12), (12, 15), (15, 13), (13, 16), (16, 14), (14, 1)]","[(1, 0.0), (2, 0.0), (3, 1005.0), (4, 2008.0), (9, 4017.0), (11, 5020.0), (10, 7021.0), (15, 9034.0), (16, 11043.0), (1, 13054.0)]"
VNS,15,7,bench_15_4,ok,-35495.4306,-2.4467,120.0006,12,7,5,6,10833.0,46328.4306,637.2549,12056.0,34126.0,15068.0,8315781,2.1276,"[3, 9, 11, 10, 12, 13, 14, 5, 8, 7, 15, 16]","[3, 9, 11, 10, 12, 13, 14]","[5, 8, 7, 15, 16]","[3, 4, 11, 12, 14, 1]","[1, 2, 3, 4, 9, 11, 10, 12, 13, 14, 1]","[(1, 6), (6, 3), (3, 5), (5, 4), (4, 8), (8, 11), (11, 7), (7, 12), (12, 15), (15, 14), (14, 16), (16, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (4, 1003.0), (9, 2012.0), (11, 3015.0), (10, 5022.0), (12, 6029.0), (13, 8036.0), (14, 9040.0), (1, 11049.0)]"
VNS,15,3,bench_15_5,ok,-33375.6962,-8.2724,120.0009,11,7,4,5,9306.0,42681.6962,587.0935,11065.0,34126.0,15075.0,10248696,64.7585,"[10, 8, 7, 9, 2, 15, 16, 4, 6, 3, 5]","[10, 8, 7, 9, 2, 15, 16]","[4, 6, 3, 5]","[14, 10, 8, 9, 1]","[1, 14, 12, 11, 10, 8, 7, 9, 2, 15, 16, 1]","[(1, 13), (13, 14), (14, 4), (4, 10), (10, 6), (6, 8), (8, 3), (3, 9), (9, 5), (5, 1)]","[(1, 0.0), (14, 0.0), (12, 0.0), (11, 0.0), (10, 0.0), (8, 2011.0), (7, 4027.0), (9, 5036.0), (2, 7051.0), (15, 8055.0), (16, 9060.0), (1, 10060.0)]"
VNS,15,7,bench_15_5,ok,-33375.6962,-8.2724,120.0001,11,7,4,5,9306.0,42681.6962,587.0935,11065.0,34126.0,15075.0,10285414,35.8213,"[10, 8, 7, 9, 2, 15, 16, 4, 6, 3, 5]","[10, 8, 7, 9, 2, 15, 16]","[4, 6, 3, 5]","[14, 10, 8, 9, 1]","[1, 14, 12, 11, 10, 8, 7, 9, 2, 15, 16, 1]","[(1, 13), (13, 14), (14, 4), (4, 10), (10, 6), (6, 8), (8, 3), (3, 9), (9, 5), (5, 1)]","[(1, 0.0), (14, 0.0), (12, 0.0), (11, 0.0), (10, 0.0), (8, 2011.0), (7, 4027.0), (9, 5036.0), (2, 7051.0), (15, 8055.0), (16, 9060.0), (1, 10060.0)]"
VNS,20,1,bench_20_1,ok,-40117.5335,0.0668,300.0036,16,9,7,9,13732.0,53849.5335,740.7089,16072.0,45501.0,20094.0,3714621,155.2673,"[8, 10, 9, 16, 12, 13, 18, 17, 21, 4, 7, 15, 14, 6, 19, 20]","[8, 10, 9, 16, 12, 13, 18, 17, 21]","[4, 7, 15, 14, 6, 19, 20]","[2, 3, 8, 9, 16, 13, 17, 21, 1]","[1, 2, 3, 8, 10, 9, 16, 12, 13, 18, 17, 21, 1]","[(1, 11), (11, 2), (2, 5), (5, 3), (3, 4), (4, 8), (8, 7), (7, 9), (9, 15), (15, 16), (16, 14), (14, 13), (13, 6), (6, 17), (17, 19), (19, 21), (21, 20), (20, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (8, 0.0), (10, 2009.0), (9, 3018.0), (16, 5029.0), (12, 7036.0), (13, 8040.0), (18, 10048.0), (17, 11052.0), (21, 13058.0), (1, 15069.0)]"
VNS,20,5,bench_20_1,ok,-40193.1184,0.2553,300.0001,16,9,7,9,13732.0,53925.1184,741.7485,16072.0,45501.0,20094.0,3908149,212.3254,"[8, 10, 9, 15, 13, 12, 18, 17, 21, 4, 7, 16, 14, 6, 19, 20]","[8, 10, 9, 15, 13, 12, 18, 17, 21]","[4, 7, 16, 14, 6, 19, 20]","[2, 3, 8, 9, 15, 12, 17, 21, 1]","[1, 2, 3, 8, 10, 9, 15, 13, 12, 18, 17, 21, 1]","[(1, 11), (11, 2), (2, 5), (5, 3), (3, 4), (4, 8), (8, 7), (7, 9), (9, 16), (16, 15), (15, 14), (14, 12), (12, 6), (6, 17), (17, 19), (19, 21), (21, 20), (20, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (8, 0.0), (10, 2009.0), (9, 3018.0), (15, 5029.0), (13, 7036.0), (12, 8038.0), (18, 10048.0), (17, 11052.0), (21, 13058.0), (1, 15069.0)]"
VNS,20,9,bench_20_1,ok,-43585.9515,8.7182,300.0128,13,7,6,9,11445.0,55030.9515,756.9594,13067.0,45501.0,20094.0,3601993,22.1921,"[16, 10, 8, 6, 5, 4, 2, 15, 9, 7, 14, 11, 20]","[16, 10, 8, 6, 5, 4, 2]","[15, 9, 7, 14, 11, 20]","[17, 12, 16, 10, 8, 6, 3, 2, 1]","[1, 17, 18, 12, 16, 10, 8, 6, 5, 4, 3, 2, 1]","[(1, 19), (19, 17), (17, 21), (21, 12), (12, 13), (13, 16), (16, 15), (15, 10), (10, 9), (9, 8), (8, 7), (7, 6), (6, 14), (14, 3), (3, 11), (11, 2), (2, 20), (20, 1)]","[(1, 0.0), (17, 0.0), (18, 0.0), (12, 0.0), (16, 0.0), (10, 1004.0), (8, 3016.0), (6, 5026.0), (5, 7035.0), (4, 8042.0), (3, 9047.0), (2, 10053.0), (1, 12064.0)]"
VNS,20,1,bench_20_2,ok,-38928.2984,-2.8996,300.0385,15,9,6,8,12540.0,51468.2984,707.9546,15068.0,45501.0,20098.0,4587133,74.3431,"[2, 8, 9, 14, 13, 11, 20, 19, 21, 6, 7, 5, 15, 16, 17]","[2, 8, 9, 14, 13, 11, 20, 19, 21]","[6, 7, 5, 15, 16, 17]","[2, 10, 8, 9, 13, 11, 20, 1]","[1, 2, 3, 10, 12, 8, 9, 14, 13, 11, 20, 19, 21, 1]","[(1, 18), (18, 2), (2, 4), (4, 10), (10, 6), (6, 8), (8, 7), (7, 9), (9, 5), (5, 13), (13, 15), (15, 11), (11, 16), (16, 20), (20, 17), (17, 1)]","[(1, 0.0), (2, 0.0), (3, 1004.0), (10, 1004.0), (12, 1004.0), (8, 1004.0), (9, 3017.0), (14, 5018.0), (13, 6027.0), (11, 8038.0), (20, 10051.0), (19, 12061.0), (21, 13062.0), (1, 14062.0)]"
VNS,20,5,bench_20_2,ok,-40558.27,1.1661,300.0102,14,8,6,8,11843.0,52401.27,720.7878,14066.0,45501.0,20098.0,4634130,26.1204,"[2, 8, 9, 14, 13, 16, 18, 21, 6, 7, 5, 15, 17, 11]","[2, 8, 9, 14, 13, 16, 18, 21]","[6, 7, 5, 15, 17, 11]","[19, 3, 8, 9, 13, 16, 18, 1]","[1, 19, 2, 3, 10, 12, 8, 9, 14, 13, 16, 18, 21, 1]","[(1, 20), (20, 19), (19, 4), (4, 3), (3, 6), (6, 8), (8, 7), (7, 9), (9, 5), (5, 13), (13, 15), (15, 16), (16, 17), (17, 18), (18, 11), (11, 1)]","[(1, 0.0), (19, 0.0), (2, 0.0), (3, 1004.0), (10, 1004.0), (12, 1004.0), (8, 1004.0), (9, 3017.0), (14, 5018.0), (13, 6027.0), (16, 8038.0), (18, 10046.0), (21, 12057.0), (1, 13057.0)]"
VNS,20,9,bench_20_2,ok,-38928.2984,-2.8996,300.0006,15,9,6,8,12540.0,51468.2984,707.9546,15068.0,45501.0,20098.0,4733837,190.0902,"[2, 8, 9, 14, 13, 11, 20, 19, 21, 6, 7, 5, 15, 16, 17]","[2, 8, 9, 14, 13, 11, 20, 19, 21]","[6, 7, 5, 15, 16, 17]","[2, 10, 8, 9, 13, 11, 20, 1]","[1, 2, 3, 10, 12, 8, 9, 14, 13, 11, 20, 19, 21, 1]","[(1, 18), (18, 2), (2, 4), (4, 10), (10, 6), (6, 8), (8, 7), (7, 9), (9, 5), (5, 13), (13, 15), (15, 11), (11, 16), (16, 20), (20, 17), (17, 1)]","[(1, 0.0), (2, 0.0), (3, 1004.0), (10, 1004.0), (12, 1004.0), (8, 1004.0), (9, 3017.0), (14, 5018.0), (13, 6027.0), (11, 8038.0), (20, 10051.0), (19, 12061.0), (21, 13062.0), (1, 14062.0)]"
VNS,20,1,bench_20_3,ok,-35024.6826,-12.6365,300.0001,17,10,7,8,14648.0,49672.6826,683.2556,17091.0,45501.0,20106.0,4139989,180.3387,"[4, 5, 11, 10, 9, 14, 15, 17, 16, 21, 7, 6, 8, 13, 19, 18, 20]","[4, 5, 11, 10, 9, 14, 15, 17, 16, 21]","[7, 6, 8, 13, 19, 18, 20]","[3, 5, 9, 14, 15, 17, 16, 1]","[1, 3, 12, 4, 5, 11, 10, 9, 14, 15, 17, 16, 21, 1]","[(1, 2), (2, 3), (3, 7), (7, 5), (5, 6), (6, 9), (9, 8), (8, 14), (14, 13), (13, 15), (15, 19), (19, 17), (17, 18), (18, 16), (16, 20), (20, 1)]","[(1, 0.0), (3, 0.0), (12, 0.0), (4, 0.0), (5, 1002.0), (11, 3015.0), (10, 4021.0), (9, 5029.0), (14, 7041.0), (15, 9054.0), (17, 11064.0), (16, 13080.0), (21, 15088.0), (1, 16088.0)]"
VNS,20,5,bench_20_3,ok,-38607.2996,-3.7002,300.0324,16,8,8,9,13925.0,52532.2996,722.5901,16083.0,45501.0,20106.0,3223585,70.6329,"[9, 8, 13, 14, 15, 17, 16, 21, 19, 4, 11, 6, 7, 5, 18, 20]","[9, 8, 13, 14, 15, 17, 16, 21]","[19, 4, 11, 6, 7, 5, 18, 20]","[3, 12, 10, 9, 8, 13, 17, 16, 1]","[1, 3, 12, 10, 9, 8, 13, 14, 15, 17, 16, 21, 1]","[(1, 2), (2, 3), (3, 19), (19, 12), (12, 4), (4, 10), (10, 11), (11, 9), (9, 6), (6, 8), (8, 7), (7, 13), (13, 5), (5, 17), (17, 18), (18, 16), (16, 20), (20, 1)]","[(1, 0.0), (3, 0.0), (12, 0.0), (10, 1008.0), (9, 2010.0), (8, 4019.0), (13, 6037.0), (14, 8049.0), (15, 9053.0), (17, 10056.0), (16, 12072.0), (21, 14080.0), (1, 15080.0)]"
VNS,20,9,bench_20_3,ok,-35024.6826,-12.6365,300.0324,17,10,7,8,14648.0,49672.6826,683.2556,17091.0,45501.0,20106.0,4524463,92.7921,"[4, 5, 11, 10, 9, 14, 15, 17, 16, 21, 7, 6, 8, 13, 19, 18, 20]","[4, 5, 11, 10, 9, 14, 15, 17, 16, 21]","[7, 6, 8, 13, 19, 18, 20]","[3, 5, 9, 14, 15, 17, 16, 1]","[1, 3, 12, 4, 5, 11, 10, 9, 14, 15, 17, 16, 21, 1]","[(1, 2), (2, 3), (3, 7), (7, 5), (5, 6), (6, 9), (9, 8), (8, 14), (14, 13), (13, 15), (15, 19), (19, 17), (17, 18), (18, 16), (16, 20), (20, 1)]","[(1, 0.0), (3, 0.0), (12, 0.0), (4, 0.0), (5, 1002.0), (11, 3015.0), (10, 4021.0), (9, 5029.0), (14, 7041.0), (15, 9054.0), (17, 11064.0), (16, 13080.0), (21, 15088.0), (1, 16088.0)]"
VNS,20,1,bench_20_4,ok,-35118.9504,-12.4014,300.0316,19,10,9,9,16598.0,51716.9504,711.3748,19087.0,45501.0,20092.0,3999666,24.7534,"[3, 4, 5, 7, 10, 15, 14, 12, 20, 21, 16, 11, 6, 8, 9, 13, 17, 18, 19]","[3, 4, 5, 7, 10, 15, 14, 12, 20, 21]","[16, 11, 6, 8, 9, 13, 17, 18, 19]","[3, 5, 7, 10, 15, 14, 20, 21, 1]","[1, 2, 3, 4, 5, 7, 10, 15, 14, 12, 20, 21, 1]","[(1, 16), (16, 3), (3, 11), (11, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 13), (13, 14), (14, 17), (17, 20), (20, 18), (18, 21), (21, 19), (19, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (4, 2009.0), (5, 3009.0), (7, 5021.0), (10, 7028.0), (15, 9034.0), (14, 11040.0), (12, 13053.0), (20, 14060.0), (21, 16069.0), (1, 18080.0)]"
VNS,20,5,bench_20_4,ok,-37003.0543,-7.7018,300.001,18,9,9,10,15946.0,52949.0543,728.3226,18080.0,45501.0,20092.0,5915789,13.0066,"[3, 5, 7, 10, 15, 14, 13, 18, 19, 16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19]","[16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (5, 2009.0), (7, 4018.0), (10, 5018.0), (15, 7024.0), (14, 9030.0), (13, 11040.0), (18, 13048.0), (19, 15059.0), (1, 17073.0)]"
VNS,20,9,bench_20_4,ok,-37003.0543,-7.7018,300.0148,18,9,9,10,15946.0,52949.0543,728.3226,18080.0,45501.0,20092.0,6038014,51.2438,"[3, 5, 7, 10, 15, 14, 13, 18, 19, 16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19]","[16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (5, 2009.0), (7, 4018.0), (10, 5018.0), (15, 7024.0), (14, 9030.0), (13, 11040.0), (18, 13048.0), (19, 15059.0), (1, 17073.0)]"
VNS,20,1,bench_20_5,ok,-38061.0954,-5.0627,300.0252,13,8,5,9,10981.0,49042.0954,674.5818,13074.0,45501.0,20090.0,3247627,7.6098,"[14, 9, 6, 10, 11, 12, 3, 20, 7, 5, 4, 2, 18]","[14, 9, 6, 10, 11, 12, 3, 20]","[7, 5, 4, 2, 18]","[17, 16, 14, 9, 6, 10, 12, 20, 1]","[1, 21, 17, 16, 14, 9, 6, 10, 11, 12, 3, 20, 1]","[(1, 19), (19, 17), (17, 15), (15, 16), (16, 13), (13, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 10), (10, 4), (4, 12), (12, 2), (2, 20), (20, 18), (18, 1)]","[(1, 0.0), (21, 0.0), (17, 0.0), (16, 0.0), (14, 0.0), (9, 1004.0), (6, 2009.0), (10, 4023.0), (11, 6039.0), (12, 7046.0), (3, 9061.0), (20, 10065.0), (1, 12072.0)]"
VNS,20,5,bench_20_5,ok,-38101.3651,-4.9622,300.038,13,8,5,9,10981.0,49082.3651,675.1357,13074.0,45501.0,20090.0,3240960,55.5125,"[14, 9, 6, 11, 12, 3, 20, 2, 7, 5, 10, 4, 18]","[14, 9, 6, 11, 12, 3, 20, 2]","[7, 5, 10, 4, 18]","[17, 13, 14, 9, 6, 11, 12, 2, 1]","[1, 21, 17, 13, 14, 9, 6, 11, 12, 3, 20, 2, 1]","[(1, 19), (19, 17), (17, 16), (16, 13), (13, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 11), (11, 10), (10, 12), (12, 4), (4, 2), (2, 18), (18, 1)]","[(1, 0.0), (21, 0.0), (17, 0.0), (13, 0.0), (14, 0.0), (9, 1004.0), (6, 2009.0), (11, 4023.0), (12, 6037.0), (3, 8052.0), (20, 9056.0), (2, 10061.0), (1, 12072.0)]"
VNS,20,9,bench_20_5,ok,-37879.2381,-5.5163,300.0169,15,8,7,10,12322.0,50201.2381,690.526,15074.0,45501.0,20090.0,4591892,2.6338,"[14, 9, 6, 11, 12, 3, 20, 21, 8, 7, 5, 10, 4, 18, 19]","[14, 9, 6, 11, 12, 3, 20, 21]","[8, 7, 5, 10, 4, 18, 19]","[17, 16, 14, 9, 6, 11, 12, 20, 21, 1]","[1, 17, 16, 14, 9, 6, 11, 12, 3, 20, 21, 1]","[(1, 2), (2, 17), (17, 13), (13, 16), (16, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 11), (11, 10), (10, 12), (12, 4), (4, 20), (20, 18), (18, 21), (21, 19), (19, 1)]","[(1, 0.0), (17, 0.0), (16, 0.0), (14, 0.0), (9, 1004.0), (6, 3011.0), (11, 5025.0), (12, 7039.0), (3, 9054.0), (20, 10058.0), (21, 12072.0), (1, 14074.0)]"
VNS,30,3,bench_30_1,ok,-38874.4454,,450.0006,29,20,9,10,25582.0,64456.4454,886.6086,29135.0,68251.0,30140.0,6433743,100.1135,"[29, 22, 21, 19, 13, 14, 15, 11, 10, 9, 8, 17, 7, 6, 30, 5, 4, 3, 31, 2, 24, 20, 23, 12, 16, 18, 26, 28, 27]","[29, 22, 21, 19, 13, 14, 15, 11, 10, 9, 8, 17, 7, 6, 30, 5, 4, 3, 31, 2]","[24, 20, 23, 12, 16, 18, 26, 28, 27]","[29, 21, 19, 10, 8, 17, 30, 3, 2, 1]","[1, 29, 22, 21, 19, 13, 14, 15, 11, 10, 9, 8, 17, 7, 6, 30, 5, 4, 3, 31, 2, 1]","[(1, 25), (25, 29), (29, 24), (24, 21), (21, 20), (20, 19), (19, 23), (23, 10), (10, 12), (12, 8), (8, 16), (16, 17), (17, 18), (18, 30), (30, 26), (26, 3), (3, 28), (28, 2), (2, 27), (27, 1)]","[(1, 0.0), (29, 0.0), (22, 1004.0), (21, 2008.0), (19, 4014.0), (13, 6022.0), (14, 7024.0), (15, 8029.0), (11, 9035.0), (10, 10037.0), (9, 12050.0), (8, 13054.0), (17, 15057.0), (7, 17072.0), (6, 18080.0), (30, 19084.0), (5, 21099.0), (4, 22108.0), (3, 23109.0), (31, 25118.0), (2, 26123.0), (1, 28135.0)]"
