method,n,seed,instance,status,objective,gap_%,time_s,n_items,n_truck,n_drone,n_rendv,profit,rental,arrival,W_final,W_capacity,W_actual,evals,time_to_best_s,reheats,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,truck_route_node_ids,drone_arc_node_ids,W_sequence
SA,20,1,bench_20_4,ok,-37088.0452,,300.0442,18,8,10,10,15946.0,53034.0452,729.4917,18080.0,45501.0,20092.0,23396724,126.0644,305,"[3, 7, 10, 15, 14, 13, 18, 19, 16, 4, 5, 8, 9, 11, 20, 12, 17, 21]","[3, 7, 10, 15, 14, 13, 18, 19]","[16, 4, 5, 8, 9, 11, 20, 12, 17, 21]","[3, 6, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 6, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 6), (6, 5), (5, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (6, 2009.0), (7, 3009.0), (10, 5018.0), (15, 7024.0), (14, 9030.0), (13, 11040.0), (18, 13048.0), (19, 15059.0), (1, 17073.0)]"
SA,20,3,bench_20_4,ok,-37003.0543,,300.2505,18,9,9,10,15946.0,52949.0543,728.3226,18080.0,45501.0,20092.0,23524730,300.2505,307,"[3, 5, 7, 10, 15, 14, 13, 18, 19, 16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19]","[16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (5, 2009.0), (7, 4018.0), (10, 5018.0), (15, 7024.0), (14, 9030.0), (13, 11040.0), (18, 13048.0), (19, 15059.0), (1, 17073.0)]"
SA,20,5,bench_20_4,ok,-37061.8107,,300.2972,18,9,9,10,15743.0,52804.8107,726.3385,18081.0,45501.0,20092.0,23666856,300.2971,309,"[3, 5, 7, 10, 15, 14, 13, 18, 19, 4, 6, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19]","[4, 6, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (5, 1003.0), (7, 3012.0), (10, 5019.0), (15, 7025.0), (14, 9031.0), (13, 11041.0), (18, 13049.0), (19, 15060.0), (1, 17074.0)]"
SA,20,7,bench_20_4,ok,-37003.0543,,300.6332,18,9,9,10,15946.0,52949.0543,728.3226,18080.0,45501.0,20092.0,23575957,300.6332,307,"[3, 5, 7, 10, 15, 14, 13, 18, 19, 16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19]","[16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (5, 2009.0), (7, 4018.0), (10, 5018.0), (15, 7024.0), (14, 9030.0), (13, 11040.0), (18, 13048.0), (19, 15059.0), (1, 17073.0)]"
SA,20,9,bench_20_4,ok,-37255.0967,,300.8722,18,11,7,9,16014.0,53269.0967,732.7249,18083.0,45501.0,20092.0,23644276,300.8721,308,"[3, 4, 5, 7, 10, 15, 14, 13, 17, 18, 19, 11, 8, 9, 12, 16, 2, 21]","[3, 4, 5, 7, 10, 15, 14, 13, 17, 18, 19]","[11, 8, 9, 12, 16, 2, 21]","[3, 5, 7, 10, 15, 14, 17, 19, 1]","[1, 3, 4, 5, 7, 10, 15, 14, 13, 17, 18, 19, 1]","[(1, 20), (20, 3), (3, 11), (11, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 12), (12, 14), (14, 16), (16, 17), (17, 2), (2, 19), (19, 21), (21, 1)]","[(1, 0.0), (3, 0.0), (4, 1003.0), (5, 2003.0), (7, 4015.0), (10, 5015.0), (15, 7021.0), (14, 9027.0), (13, 11041.0), (17, 12047.0), (18, 14060.0), (19, 15064.0), (1, 17076.0)]"
SA,20,1,bench_20_5,ok,-37515.7381,,300.0378,15,8,7,10,12322.0,49837.7381,685.526,15074.0,45501.0,20090.0,23558958,276.5667,307,"[14, 9, 6, 11, 12, 3, 20, 21, 8, 7, 5, 10, 4, 18, 19]","[14, 9, 6, 11, 12, 3, 20, 21]","[8, 7, 5, 10, 4, 18, 19]","[17, 13, 14, 9, 6, 11, 12, 20, 21, 1]","[1, 17, 13, 14, 9, 6, 11, 12, 3, 20, 21, 1]","[(1, 2), (2, 17), (17, 16), (16, 13), (13, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 11), (11, 10), (10, 12), (12, 4), (4, 20), (20, 18), (18, 21), (21, 19), (19, 1)]","[(1, 0.0), (17, 0.0), (13, 0.0), (14, 0.0), (9, 1004.0), (6, 3011.0), (11, 5025.0), (12, 7039.0), (3, 9054.0), (20, 10058.0), (21, 12072.0), (1, 14074.0)]"
SA,20,3,bench_20_5,ok,-38459.7694,,300.6941,13,8,5,9,10981.0,49440.7694,680.0656,13074.0,45501.0,20090.0,23535189,170.4709,307,"[14, 9, 6, 10, 11, 12, 3, 2, 7, 5, 4, 20, 18]","[14, 9, 6, 10, 11, 12, 3, 2]","[7, 5, 4, 20, 18]","[17, 13, 14, 9, 6, 11, 3, 2, 1]","[1, 21, 17, 13, 14, 9, 6, 10, 11, 12, 3, 2, 1]","[(1, 19), (19, 17), (17, 16), (16, 13), (13, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 11), (11, 4), (4, 3), (3, 20), (20, 2), (2, 18), (18, 1)]","[(1, 0.0), (21, 0.0), (17, 0.0), (13, 0.0), (14, 0.0), (9, 1004.0), (6, 2009.0), (10, 4023.0), (11, 5032.0), (12, 7046.0), (3, 8052.0), (2, 10065.0), (1, 12072.0)]"
SA,20,5,bench_20_5,ok,-38086.9305,,300.6962,13,8,5,9,10981.0,49067.9305,674.9371,13074.0,45501.0,20090.0,23677694,300.6962,309,"[14, 9, 6, 11, 10, 12, 3, 20, 7, 5, 4, 2, 18]","[14, 9, 6, 11, 10, 12, 3, 20]","[7, 5, 4, 2, 18]","[17, 16, 14, 9, 6, 11, 12, 20, 1]","[1, 21, 17, 16, 14, 9, 6, 11, 10, 12, 3, 20, 1]","[(1, 19), (19, 17), (17, 13), (13, 16), (16, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 11), (11, 4), (4, 12), (12, 2), (2, 20), (20, 18), (18, 1)]","[(1, 0.0), (21, 0.0), (17, 0.0), (16, 0.0), (14, 0.0), (9, 1004.0), (6, 2009.0), (11, 4023.0), (10, 6037.0), (12, 7046.0), (3, 9061.0), (20, 10065.0), (1, 12072.0)]"
SA,20,7,bench_20_5,ok,-38087.2381,,300.3918,15,8,7,10,12114.0,50201.2381,690.526,15074.0,45501.0,20090.0,23318805,300.3918,304,"[14, 9, 6, 11, 12, 3, 20, 21, 8, 7, 5, 10, 4, 2, 19]","[14, 9, 6, 11, 12, 3, 20, 21]","[8, 7, 5, 10, 4, 2, 19]","[17, 16, 14, 9, 6, 11, 12, 20, 21, 1]","[1, 17, 16, 14, 9, 6, 11, 12, 3, 20, 21, 1]","[(1, 18), (18, 17), (17, 13), (13, 16), (16, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 11), (11, 10), (10, 12), (12, 4), (4, 20), (20, 2), (2, 21), (21, 19), (19, 1)]","[(1, 0.0), (17, 0.0), (16, 0.0), (14, 0.0), (9, 1004.0), (6, 3011.0), (11, 5025.0), (12, 7039.0), (3, 9054.0), (20, 10058.0), (21, 12072.0), (1, 14074.0)]"
SA,20,9,bench_20_5,ok,-37872.5954,,300.6876,13,8,5,9,10806.0,48678.5954,669.5818,13072.0,45501.0,20090.0,23609087,233.595,308,"[14, 9, 6, 10, 11, 12, 3, 20, 7, 5, 4, 2, 19]","[14, 9, 6, 10, 11, 12, 3, 20]","[7, 5, 4, 2, 19]","[17, 13, 14, 9, 6, 10, 12, 20, 1]","[1, 21, 17, 13, 14, 9, 6, 10, 11, 12, 3, 20, 1]","[(1, 18), (18, 17), (17, 16), (16, 13), (13, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 10), (10, 4), (4, 12), (12, 2), (2, 20), (20, 19), (19, 1)]","[(1, 0.0), (21, 0.0), (17, 0.0), (13, 0.0), (14, 0.0), (9, 1004.0), (6, 2009.0), (10, 4023.0), (11, 6039.0), (12, 7046.0), (3, 9061.0), (20, 10065.0), (1, 12072.0)]"
SA,30,1,bench_30_1,ok,-35081.3565,,450.0229,29,16,13,13,25779.0,60860.3565,837.1438,29134.0,68251.0,30140.0,26652498,344.9007,235,"[30, 6, 7, 17, 8, 11, 15, 14, 13, 19, 21, 20, 23, 25, 28, 2, 4, 5, 18, 9, 12, 10, 16, 22, 29, 24, 26, 31, 27]","[30, 6, 7, 17, 8, 11, 15, 14, 13, 19, 21, 20, 23, 25, 28, 2]","[4, 5, 18, 9, 12, 10, 16, 22, 29, 24, 26, 31, 27]","[6, 17, 8, 11, 14, 19, 21, 20, 23, 25, 28, 2, 1]","[1, 3, 30, 6, 7, 17, 8, 11, 15, 14, 13, 19, 21, 20, 23, 25, 28, 2, 1]","[(1, 4), (4, 6), (6, 5), (5, 17), (17, 18), (18, 8), (8, 9), (9, 11), (11, 12), (12, 14), (14, 10), (10, 19), (19, 16), (16, 21), (21, 22), (22, 20), (20, 29), (29, 23), (23, 24), (24, 25), (25, 26), (26, 28), (28, 31), (31, 2), (2, 27), (27, 1)]","[(1, 0.0), (3, 0.0), (30, 0.0), (6, 1009.0), (7, 3014.0), (17, 4022.0), (8, 6037.0), (11, 8045.0), (15, 10051.0), (14, 11057.0), (13, 13063.0), (19, 14065.0), (21, 16076.0), (20, 18087.0), (23, 20095.0), (25, 22105.0), (28, 24114.0), (2, 26123.0), (1, 28134.0)]"
SA,30,3,bench_30_1,ok,-33924.996,,451.4919,29,18,11,11,25582.0,59506.996,818.5281,29135.0,68251.0,30140.0,27418559,451.4918,242,"[28, 23, 22, 21, 19, 13, 14, 15, 11, 16, 17, 7, 6, 5, 30, 3, 31, 2, 26, 24, 20, 9, 12, 10, 8, 18, 4, 29, 27]","[28, 23, 22, 21, 19, 13, 14, 15, 11, 16, 17, 7, 6, 5, 30, 3, 31, 2]","[26, 24, 20, 9, 12, 10, 8, 18, 4, 29, 27]","[23, 22, 21, 14, 11, 16, 7, 30, 3, 2, 1]","[1, 28, 25, 23, 22, 21, 19, 13, 14, 15, 11, 16, 17, 7, 6, 5, 30, 3, 31, 2, 1]","[(1, 26), (26, 23), (23, 24), (24, 22), (22, 20), (20, 21), (21, 9), (9, 14), (14, 12), (12, 11), (11, 10), (10, 16), (16, 8), (8, 7), (7, 18), (18, 30), (30, 4), (4, 3), (3, 29), (29, 2), (2, 27), (27, 1)]","[(1, 0.0), (28, 0.0), (25, 1006.0), (23, 1006.0), (22, 3015.0), (21, 5023.0), (19, 7029.0), (13, 8033.0), (14, 9035.0), (15, 11044.0), (11, 12050.0), (16, 14053.0), (17, 16069.0), (7, 17075.0), (6, 19085.0), (5, 20089.0), (30, 21098.0), (3, 23113.0), (31, 25120.0), (2, 26125.0), (1, 28135.0)]"
SA,30,5,bench_30_1,ok,-35608.6111,,450.601,28,17,11,11,25121.0,60729.6111,835.3454,28128.0,68251.0,30140.0,27427943,450.6009,242,"[5, 7, 8, 11, 15, 14, 13, 19, 21, 20, 22, 23, 25, 28, 29, 31, 2, 4, 6, 9, 10, 12, 16, 18, 24, 26, 30, 27]","[5, 7, 8, 11, 15, 14, 13, 19, 21, 20, 22, 23, 25, 28, 29, 31, 2]","[4, 6, 9, 10, 12, 16, 18, 24, 26, 30, 27]","[5, 17, 8, 14, 19, 22, 23, 28, 29, 2, 1]","[1, 3, 5, 7, 17, 8, 11, 15, 14, 13, 19, 21, 20, 22, 23, 25, 28, 29, 31, 2, 1]","[(1, 4), (4, 5), (5, 6), (6, 17), (17, 9), (9, 8), (8, 10), (10, 14), (14, 12), (12, 19), (19, 16), (16, 22), (22, 18), (18, 23), (23, 24), (24, 28), (28, 26), (26, 29), (29, 30), (30, 2), (2, 27), (27, 1)]","[(1, 0.0), (3, 0.0), (5, 0.0), (7, 2010.0), (17, 3018.0), (8, 4022.0), (11, 6028.0), (15, 7030.0), (14, 8036.0), (13, 10048.0), (19, 11050.0), (21, 13055.0), (20, 14057.0), (22, 15061.0), (23, 17074.0), (25, 19086.0), (28, 20091.0), (29, 22101.0), (31, 24108.0), (2, 25113.0), (1, 27128.0)]"
SA,30,7,bench_30_1,ok,-33934.7924,,450.5974,28,17,11,11,24851.0,58785.7924,808.6079,28131.0,68251.0,30140.0,27603502,450.5973,244,"[27, 28, 23, 22, 21, 19, 13, 14, 15, 11, 16, 17, 6, 5, 30, 31, 2, 26, 24, 29, 9, 12, 8, 10, 7, 4, 18, 3]","[27, 28, 23, 22, 21, 19, 13, 14, 15, 11, 16, 17, 6, 5, 30, 31, 2]","[26, 24, 29, 9, 12, 8, 10, 7, 4, 18, 3]","[25, 23, 21, 14, 11, 16, 6, 5, 30, 2, 1]","[1, 27, 28, 25, 23, 22, 20, 21, 19, 13, 14, 15, 11, 16, 17, 6, 5, 30, 31, 2, 1]","[(1, 26), (26, 25), (25, 24), (24, 23), (23, 29), (29, 21), (21, 9), (9, 14), (14, 12), (12, 11), (11, 8), (8, 16), (16, 10), (10, 6), (6, 7), (7, 5), (5, 4), (4, 30), (30, 18), (18, 2), (2, 3), (3, 1)]","[(1, 0.0), (27, 0.0), (28, 1000.0), (25, 2006.0), (23, 3009.0), (22, 5019.0), (20, 6023.0), (21, 6023.0), (19, 8029.0), (13, 9033.0), (14, 10035.0), (15, 12044.0), (11, 13050.0), (16, 15053.0), (17, 17064.0), (6, 18070.0), (5, 20081.0), (30, 22098.0), (31, 24108.0), (2, 25113.0), (1, 27125.0)]"
SA,30,9,bench_30_1,ok,-34864.4154,,451.188,29,17,12,12,25779.0,60643.4154,834.1598,29134.0,68251.0,30140.0,27290981,451.1879,241,"[5, 7, 17, 8, 11, 15, 14, 13, 19, 21, 20, 23, 26, 25, 28, 31, 2, 4, 6, 9, 10, 12, 16, 22, 18, 24, 29, 30, 27]","[5, 7, 17, 8, 11, 15, 14, 13, 19, 21, 20, 23, 26, 25, 28, 31, 2]","[4, 6, 9, 10, 12, 16, 22, 18, 24, 29, 30, 27]","[5, 17, 8, 14, 19, 21, 20, 23, 26, 28, 2, 1]","[1, 3, 5, 7, 17, 8, 11, 15, 14, 13, 19, 21, 20, 23, 26, 25, 28, 31, 2, 1]","[(1, 4), (4, 5), (5, 6), (6, 17), (17, 9), (9, 8), (8, 10), (10, 14), (14, 12), (12, 19), (19, 16), (16, 21), (21, 22), (22, 20), (20, 18), (18, 23), (23, 24), (24, 26), (26, 29), (29, 28), (28, 30), (30, 2), (2, 27), (27, 1)]","[(1, 0.0), (3, 0.0), (5, 0.0), (7, 2010.0), (17, 3018.0), (8, 5028.0), (11, 7034.0), (15, 8036.0), (14, 9042.0), (13, 11054.0), (19, 12056.0), (21, 14061.0), (20, 16072.0), (23, 18080.0), (26, 20092.0), (25, 22099.0), (28, 23104.0), (31, 25114.0), (2, 26119.0), (1, 28134.0)]"
SA,30,1,bench_30_2,ok,-38918.1666,,450.5978,26,16,10,11,21760.0,60678.1666,834.6378,26116.0,68251.0,30134.0,27764969,450.5977,245,"[27, 19, 20, 12, 10, 8, 9, 6, 5, 15, 4, 3, 30, 29, 28, 31, 24, 25, 21, 11, 7, 13, 14, 2, 16, 23]","[27, 19, 20, 12, 10, 8, 9, 6, 5, 15, 4, 3, 30, 29, 28, 31]","[24, 25, 21, 11, 7, 13, 14, 2, 16, 23]","[26, 22, 18, 12, 9, 6, 5, 4, 30, 28, 1]","[1, 27, 26, 22, 19, 20, 18, 12, 10, 8, 9, 6, 5, 15, 4, 3, 30, 29, 28, 31, 1]","[(1, 24), (24, 26), (26, 25), (25, 22), (22, 21), (21, 18), (18, 17), (17, 12), (12, 11), (11, 9), (9, 7), (7, 6), (6, 13), (13, 5), (5, 14), (14, 4), (4, 2), (2, 30), (30, 16), (16, 28), (28, 23), (23, 1)]","[(1, 0.0), (27, 0.0), (26, 1002.0), (22, 2008.0), (19, 3014.0), (20, 4020.0), (18, 5029.0), (12, 6033.0), (10, 7033.0), (8, 8037.0), (9, 9038.0), (6, 11047.0), (5, 13061.0), (15, 15072.0), (4, 16074.0), (3, 18085.0), (30, 19089.0), (29, 21096.0), (28, 22102.0), (31, 24112.0), (1, 25112.0)]"
SA,30,3,bench_30_2,ok,-38185.1265,,450.0192,28,16,12,13,23204.0,61389.1265,844.4171,28118.0,68251.0,30134.0,27238433,342.3533,240,"[30, 3, 14, 6, 9, 10, 12, 18, 20, 21, 22, 23, 24, 26, 27, 31, 2, 15, 13, 7, 8, 11, 19, 17, 16, 25, 28, 29]","[30, 3, 14, 6, 9, 10, 12, 18, 20, 21, 22, 23, 24, 26, 27, 31]","[2, 15, 13, 7, 8, 11, 19, 17, 16, 25, 28, 29]","[3, 4, 14, 6, 10, 12, 18, 20, 22, 24, 26, 27, 1]","[1, 30, 3, 4, 14, 6, 9, 10, 12, 18, 20, 21, 22, 23, 24, 26, 27, 31, 1]","[(1, 2), (2, 3), (3, 15), (15, 4), (4, 5), (5, 14), (14, 13), (13, 6), (6, 7), (7, 10), (10, 8), (8, 12), (12, 11), (11, 18), (18, 19), (19, 20), (20, 17), (17, 22), (22, 16), (16, 24), (24, 25), (25, 26), (26, 28), (28, 27), (27, 29), (29, 1)]","[(1, 0.0), (30, 0.0), (3, 1001.0), (4, 3011.0), (14, 4013.0), (6, 5016.0), (9, 7024.0), (10, 8030.0), (12, 10043.0), (18, 12044.0), (20, 14049.0), (21, 16064.0), (22, 17068.0), (23, 19079.0), (24, 20083.0), (26, 22098.0), (27, 24109.0), (31, 26112.0), (1, 27112.0)]"
SA,30,5,bench_30_2,ok,-38528.8916,,450.6086,26,16,10,11,21622.0,60150.8916,827.385,26115.0,68251.0,30134.0,27068999,450.6086,239,"[30, 3, 14, 13, 9, 8, 10, 12, 18, 19, 21, 22, 24, 26, 27, 31, 2, 7, 6, 11, 17, 20, 23, 25, 16, 29]","[30, 3, 14, 13, 9, 8, 10, 12, 18, 19, 21, 22, 24, 26, 27, 31]","[2, 7, 6, 11, 17, 20, 23, 25, 16, 29]","[30, 15, 13, 9, 12, 18, 19, 22, 24, 27, 1]","[1, 30, 3, 4, 15, 5, 14, 13, 9, 8, 10, 12, 18, 19, 21, 22, 24, 26, 27, 31, 1]","[(1, 28), (28, 30), (30, 2), (2, 15), (15, 7), (7, 13), (13, 6), (6, 9), (9, 11), (11, 12), (12, 17), (17, 18), (18, 20), (20, 19), (19, 23), (23, 22), (22, 25), (25, 24), (24, 16), (16, 27), (27, 29), (29, 1)]","[(1, 0.0), (30, 0.0), (3, 1001.0), (4, 2005.0), (15, 2005.0), (5, 3011.0), (14, 3011.0), (13, 4014.0), (9, 6026.0), (8, 8037.0), (10, 9038.0), (12, 10042.0), (18, 12045.0), (19, 14054.0), (21, 16069.0), (22, 17073.0), (24, 19081.0), (26, 21093.0), (27, 22098.0), (31, 24109.0), (1, 25109.0)]"
SA,30,7,bench_30_2,ok,-37420.417,,450.3372,26,18,8,10,21819.0,59239.417,814.8476,26116.0,68251.0,30134.0,27162898,450.3372,240,"[27, 24, 23, 22, 19, 20, 12, 10, 8, 9, 14, 15, 4, 3, 30, 29, 28, 31, 25, 6, 11, 7, 13, 5, 2, 16]","[27, 24, 23, 22, 19, 20, 12, 10, 8, 9, 14, 15, 4, 3, 30, 29, 28, 31]","[25, 6, 11, 7, 13, 5, 2, 16]","[24, 23, 19, 12, 9, 14, 15, 30, 28, 1]","[1, 27, 26, 24, 23, 22, 19, 20, 18, 12, 10, 8, 9, 14, 15, 4, 3, 30, 29, 28, 31, 1]","[(1, 21), (21, 24), (24, 25), (25, 23), (23, 17), (17, 19), (19, 6), (6, 12), (12, 11), (11, 9), (9, 7), (7, 14), (14, 13), (13, 15), (15, 5), (5, 30), (30, 2), (2, 28), (28, 16), (16, 1)]","[(1, 0.0), (27, 0.0), (26, 1002.0), (24, 1002.0), (23, 2008.0), (22, 4018.0), (19, 5022.0), (20, 6028.0), (18, 7037.0), (12, 7037.0), (10, 9042.0), (8, 10046.0), (9, 11047.0), (14, 13056.0), (15, 15068.0), (4, 17073.0), (3, 18081.0), (30, 19085.0), (29, 21094.0), (28, 22100.0), (31, 24107.0), (1, 25107.0)]"
SA,30,9,bench_30_2,ok,-37164.5731,,450.6184,28,18,10,11,23148.0,60312.5731,829.609,28127.0,68251.0,30134.0,26972460,450.6183,238,"[27, 26, 23, 22, 21, 19, 18, 12, 10, 9, 13, 14, 15, 4, 3, 30, 29, 28, 24, 25, 20, 11, 8, 7, 6, 5, 2, 16]","[27, 26, 23, 22, 21, 19, 18, 12, 10, 9, 13, 14, 15, 4, 3, 30, 29, 28]","[24, 25, 20, 11, 8, 7, 6, 5, 2, 16]","[26, 23, 19, 18, 10, 9, 13, 4, 30, 28, 1]","[1, 31, 27, 26, 23, 22, 21, 19, 18, 12, 10, 9, 13, 14, 15, 4, 3, 30, 29, 28, 1]","[(1, 24), (24, 26), (26, 25), (25, 23), (23, 17), (17, 19), (19, 20), (20, 18), (18, 11), (11, 10), (10, 8), (8, 9), (9, 7), (7, 13), (13, 6), (6, 4), (4, 5), (5, 30), (30, 2), (2, 28), (28, 16), (16, 1)]","[(1, 0.0), (31, 0.0), (27, 0.0), (26, 1002.0), (23, 3013.0), (22, 5023.0), (21, 6027.0), (19, 7031.0), (18, 8037.0), (12, 10048.0), (10, 11048.0), (9, 13055.0), (13, 15062.0), (14, 17074.0), (15, 18077.0), (4, 19079.0), (3, 21092.0), (30, 22096.0), (29, 24105.0), (28, 25111.0), (1, 27118.0)]"
SA,30,1,bench_30_3,ok,-40385.5182,,450.0196,27,15,12,13,22846.0,63231.5182,869.7595,27132.0,68251.0,30147.0,27162887,311.8257,240,"[6, 7, 8, 9, 11, 13, 18, 17, 20, 22, 23, 25, 28, 27, 26, 4, 5, 15, 10, 12, 14, 29, 21, 24, 19, 31, 30]","[6, 7, 8, 9, 11, 13, 18, 17, 20, 22, 23, 25, 28, 27, 26]","[4, 5, 15, 10, 12, 14, 29, 21, 24, 19, 31, 30]","[3, 16, 7, 9, 11, 13, 18, 17, 20, 22, 28, 26, 1]","[1, 3, 16, 6, 7, 8, 9, 11, 13, 18, 17, 20, 22, 23, 25, 28, 27, 26, 1]","[(1, 2), (2, 3), (3, 4), (4, 16), (16, 5), (5, 7), (7, 15), (15, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 18), (18, 29), (29, 17), (17, 21), (21, 20), (20, 24), (24, 22), (22, 19), (19, 28), (28, 31), (31, 26), (26, 30), (30, 1)]","[(1, 0.0), (3, 0.0), (16, 0.0), (6, 1008.0), (7, 2010.0), (8, 4019.0), (9, 5028.0), (11, 7035.0), (13, 9041.0), (18, 11053.0), (17, 13065.0), (20, 15082.0), (22, 17088.0), (23, 19098.0), (25, 20101.0), (28, 21106.0), (27, 23121.0), (26, 24129.0), (1, 26129.0)]"
SA,30,3,bench_30_3,ok,-41246.4071,,450.5064,26,17,9,10,22009.0,63255.4071,870.0881,26131.0,68251.0,30147.0,27224233,450.5064,240,"[29, 4, 6, 7, 8, 9, 14, 13, 18, 20, 21, 22, 23, 25, 28, 27, 31, 11, 10, 12, 15, 19, 17, 24, 26, 30]","[29, 4, 6, 7, 8, 9, 14, 13, 18, 20, 21, 22, 23, 25, 28, 27, 31]","[11, 10, 12, 15, 19, 17, 24, 26, 30]","[16, 7, 9, 14, 18, 21, 23, 25, 27, 1]","[1, 2, 3, 29, 16, 4, 6, 7, 8, 9, 14, 13, 18, 20, 21, 22, 23, 25, 28, 27, 31, 1]","[(1, 5), (5, 16), (16, 11), (11, 7), (7, 10), (10, 9), (9, 12), (12, 14), (14, 15), (15, 18), (18, 19), (19, 21), (21, 17), (17, 23), (23, 24), (24, 25), (25, 26), (26, 27), (27, 30), (30, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (29, 0.0), (16, 1008.0), (4, 1008.0), (6, 2016.0), (7, 3018.0), (8, 5027.0), (9, 6036.0), (14, 8042.0), (13, 10059.0), (18, 11062.0), (20, 13072.0), (21, 14074.0), (22, 16085.0), (23, 17092.0), (25, 19104.0), (28, 21112.0), (27, 22120.0), (31, 24128.0), (1, 25128.0)]"
SA,30,5,bench_30_3,ok,-39279.5532,,451.2107,28,17,11,12,23652.0,62931.5532,865.6335,28140.0,68251.0,30147.0,27314371,451.2107,241,"[5, 6, 7, 8, 11, 13, 14, 18, 17, 20, 21, 22, 23, 25, 28, 27, 31, 4, 9, 10, 12, 15, 16, 19, 24, 29, 26, 30]","[5, 6, 7, 8, 11, 13, 14, 18, 17, 20, 21, 22, 23, 25, 28, 27, 31]","[4, 9, 10, 12, 15, 16, 19, 24, 29, 26, 30]","[2, 7, 8, 11, 14, 18, 17, 21, 22, 25, 27, 1]","[1, 2, 5, 6, 7, 8, 11, 13, 14, 18, 17, 20, 21, 22, 23, 25, 28, 27, 31, 1]","[(1, 3), (3, 2), (2, 4), (4, 7), (7, 9), (9, 8), (8, 10), (10, 11), (11, 12), (12, 14), (14, 15), (15, 18), (18, 16), (16, 17), (17, 19), (19, 21), (21, 24), (24, 22), (22, 29), (29, 25), (25, 26), (26, 27), (27, 30), (30, 1)]","[(1, 0.0), (2, 0.0), (5, 0.0), (6, 1001.0), (7, 2003.0), (8, 4019.0), (11, 6029.0), (13, 8035.0), (14, 9038.0), (18, 11055.0), (17, 13065.0), (20, 15082.0), (21, 16084.0), (22, 18095.0), (23, 20105.0), (25, 21108.0), (28, 23121.0), (27, 24129.0), (31, 26137.0), (1, 27137.0)]"
