param,value,dataset,n,layout,ED_frac,ED,d_max,instance,seed,status,objective,profit,rental,arrival,time_s,time_to_best_s,n_items,n_truck,n_drone,n_rendv,W_final,W_capacity,evals,reheats,error,R,vmin,vD
vmin,0.5,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-26888.8179,34418.0,61306.8179,1226.1364,600.8211,600.821,40,29,11,11,40182.0,91001.0,34555038,231,,50.0,0.5,2.0
R,1,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,38890.6681,40611.0,1720.3319,1720.3319,750.0532,726.1125,50,34,16,16,50238.0,113752.0,40399772,216,,1.0,0.1,2.0
R,100,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-125176.5823,28403.0,153579.5823,1535.7958,750.0853,750.0853,34,22,12,16,34151.0,113752.0,40373267,216,,100.0,0.1,2.0
R,12.5,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,19157.7319,40611.0,21453.2681,1716.2614,750.0551,33.5656,50,32,18,18,50238.0,113752.0,39687204,213,,12.5,0.1,2.0
R,200,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-271462.1628,16755.0,288217.1628,1441.0858,750.0541,680.5754,21,14,7,16,21088.0,113752.0,41449152,222,,200.0,0.1,2.0
R,25,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-2925.5946,40611.0,43536.5946,1741.4638,750.0551,205.9165,50,33,17,17,50238.0,113752.0,39622479,212,,25.0,0.1,2.0
R,50,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-44977.8078,39357.0,84334.8078,1686.6962,750.1028,750.1028,48,30,18,19,48222.0,113752.0,39216879,210,,50.0,0.1,2.0
Wcap,0.25,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-62183.1015,12118.0,74301.1015,1486.022,750.1102,750.1101,14,9,5,17,14071.0,28438.0,42017128,225,,50.0,0.1,2.0
Wcap,0.5,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-57367.6644,22939.0,80306.6644,1606.1333,750.0865,750.0864,28,18,10,16,28120.0,56876.0,40770872,218,,50.0,0.1,2.0
Wcap,1,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-45766.8095,39357.0,85123.8095,1702.4762,750.0537,107.7066,48,30,18,18,48222.0,113752.0,39179814,210,,50.0,0.1,2.0
Wcap,2,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-36815.6438,40611.0,77426.6438,1548.5329,750.0546,629.5937,50,34,16,16,50238.0,227504.0,39766973,213,,50.0,0.1,2.0
Wcap,4,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-33333.9827,40611.0,73944.9827,1478.8997,750.0917,750.0916,50,35,15,15,50238.0,455008.0,39284164,210,,50.0,0.1,2.0
baseline,-,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-45766.8095,39357.0,85123.8095,1702.4762,750.051,106.6264,48,30,18,18,48222.0,113752.0,39663504,213,,50.0,0.1,2.0
vDfact,1,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-50965.3576,40082.0,91047.3576,1820.9472,750.0893,750.0892,49,36,13,13,49231.0,113752.0,41086580,220,,50.0,0.1,1.0
vDfact,0.5,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-56178.2865,38062.0,94240.2865,1884.8057,750.6151,750.6151,46,40,6,6,46213.0,113752.0,45519956,245,,50.0,0.1,0.5
vDfact,2,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-45766.8095,39357.0,85123.8095,1702.4762,750.0517,105.8991,48,30,18,18,48222.0,113752.0,39555608,212,,50.0,0.1,2.0
vDfact,3,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-42851.4094,40082.0,82933.4094,1658.6682,750.049,319.6067,49,30,19,19,49231.0,113752.0,39571817,212,,50.0,0.1,3.0
vmin,0.05,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-46223.3904,38585.0,84808.3904,1696.1678,750.0534,524.4778,47,30,17,18,47214.0,113752.0,39647997,212,,50.0,0.05,2.0
vDfact,4,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-43657.0507,39310.0,82967.0507,1659.341,750.1009,750.1008,48,29,19,19,48223.0,113752.0,39535776,212,,50.0,0.1,4.0
vmin,0.1,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-45766.8095,39357.0,85123.8095,1702.4762,750.0511,106.4466,48,30,18,18,48222.0,113752.0,39637074,212,,50.0,0.1,2.0
vmin,0.25,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-42799.1006,40611.0,83410.1006,1668.202,750.0887,750.0887,50,34,16,16,50238.0,113752.0,40212942,215,,50.0,0.25,2.0
vmin,0.5,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-37647.543,40611.0,78258.543,1565.1709,750.0539,306.1208,50,33,17,17,50238.0,113752.0,39283014,210,,50.0,0.5,2.0
vmin,0.9,ttd300,50,1,0.25,94.0,374.0,ttd300_n50_L1_f025,1,ok,-31236.9614,40611.0,71847.9614,1436.9592,750.1453,750.1453,50,35,15,15,50238.0,113752.0,39723644,213,,50.0,0.9,2.0
R,1,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,39240.4575,40611.0,1370.5425,1370.5425,750.0551,302.7535,50,30,20,20,50238.0,113752.0,37109355,199,,1.0,0.1,2.0
R,100,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-91888.5565,37831.0,129719.5565,1297.1956,750.1698,750.1698,46,28,18,18,46211.0,113752.0,37610848,201,,100.0,0.1,2.0
R,12.5,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,22885.4578,40611.0,17725.5422,1418.0434,750.1694,750.1693,50,31,19,19,50238.0,113752.0,36929563,197,,12.5,0.1,2.0
R,25,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,5911.2702,40611.0,34699.7298,1387.9892,750.0539,642.4511,50,30,20,20,50238.0,113752.0,36609085,196,,25.0,0.1,2.0
R,200,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-223022.0874,24830.0,247852.0874,1239.2604,750.0866,750.0866,31,18,13,18,31142.0,113752.0,37486368,201,,200.0,0.1,2.0
R,50,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-27172.9973,40611.0,67783.9973,1355.6799,750.1102,750.1101,50,29,21,21,50238.0,113752.0,37085883,198,,50.0,0.1,2.0
Wcap,0.25,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-48590.093,14994.0,63584.093,1271.6819,750.0929,750.0929,19,11,8,18,19086.0,28438.0,38087207,204,,50.0,0.1,2.0
Wcap,0.5,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-41068.7557,29832.0,70900.7557,1418.0151,750.0549,116.5891,35,21,14,19,35158.0,56876.0,37012597,198,,50.0,0.1,2.0
Wcap,1,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-27221.1579,40611.0,67832.1579,1356.6432,750.0551,429.9563,50,30,20,20,50238.0,113752.0,36516616,195,,50.0,0.1,2.0
Wcap,2,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-23427.8551,40611.0,64038.8551,1280.7771,750.0843,750.0843,50,31,19,19,50238.0,227504.0,37031228,198,,50.0,0.1,2.0
Wcap,4,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-19242.9403,40611.0,59853.9403,1197.0788,750.1229,750.1228,50,33,17,17,50238.0,455008.0,36857579,197,,50.0,0.1,2.0
baseline,-,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-27221.1579,40611.0,67832.1579,1356.6432,750.0536,424.8211,50,30,20,20,50238.0,113752.0,37019207,198,,50.0,0.1,2.0
vDfact,0.5,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-54750.8262,37272.0,92022.8262,1840.4565,750.758,750.7579,45,41,4,5,45212.0,113752.0,42995886,231,,50.0,0.1,0.5
vDfact,1,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-40610.3944,39357.0,79967.3944,1599.3479,750.3223,750.3222,48,38,10,10,48222.0,113752.0,39949729,214,,50.0,0.1,1.0
vDfact,2,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-27172.9973,40611.0,67783.9973,1355.6799,750.111,750.111,50,29,21,21,50238.0,113752.0,36918152,197,,50.0,0.1,2.0
vDfact,3,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-27115.3091,40082.0,67197.3091,1343.9462,750.0543,699.8098,49,29,20,20,49231.0,113752.0,35438025,189,,50.0,0.1,3.0
vDfact,4,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-21156.5251,40611.0,61767.5251,1235.3505,750.0513,70.4108,50,27,23,23,50238.0,113752.0,34901830,186,,50.0,0.1,4.0
vmin,0.05,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-29299.0052,40082.0,69381.0052,1387.6201,750.059,625.3257,49,32,17,17,49231.0,113752.0,36686474,196,,50.0,0.05,2.0
vmin,0.1,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-27221.1579,40611.0,67832.1579,1356.6432,750.0546,426.7853,50,30,20,20,50238.0,113752.0,36740151,196,,50.0,0.1,2.0
vmin,0.25,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-27692.2904,40611.0,68303.2904,1366.0658,750.0564,579.1701,50,30,20,20,50238.0,113752.0,37379822,200,,50.0,0.25,2.0
vmin,0.5,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-21876.7678,40611.0,62487.7678,1249.7554,750.0911,750.091,50,32,18,18,50238.0,113752.0,35991675,193,,50.0,0.5,2.0
vmin,0.9,ttd300,50,1,0.5,187.0,374.0,ttd300_n50_L1_f050,1,ok,-19944.5215,40611.0,60555.5215,1211.1104,750.0608,346.4014,50,35,15,15,50238.0,113752.0,37247092,199,,50.0,0.9,2.0
R,1,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,39265.5448,40611.0,1345.4552,1345.4552,750.0944,750.0943,50,32,18,18,50238.0,113752.0,37509999,201,,1.0,0.1,2.0
R,100,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-98134.9188,37831.0,135965.9188,1359.6592,750.0939,750.0939,46,29,17,17,46211.0,113752.0,37347918,200,,100.0,0.1,2.0
R,12.5,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,23401.3074,40611.0,17209.6926,1376.7754,750.0626,566.4363,50,34,16,16,50238.0,113752.0,36416415,195,,12.5,0.1,2.0
R,200,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-221886.7552,19846.0,241732.7552,1208.6638,750.0589,664.5177,25,17,8,16,25121.0,113752.0,37965652,203,,200.0,0.1,2.0
R,25,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,5604.9639,40611.0,35006.0361,1400.2414,750.1037,750.1036,50,35,15,15,50238.0,113752.0,36849793,197,,25.0,0.1,2.0
R,50,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-27165.9067,40611.0,67776.9067,1355.5381,750.0921,750.0921,50,32,18,18,50238.0,113752.0,36429300,195,,50.0,0.1,2.0
Wcap,0.25,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-49889.1782,16093.0,65982.1782,1319.6436,750.0978,750.0978,19,11,8,16,19090.0,28438.0,37492205,200,,50.0,0.1,2.0
Wcap,0.5,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-39286.8149,30067.0,69353.8149,1387.0763,750.0859,750.0859,35,22,13,17,35173.0,56876.0,36642549,196,,50.0,0.1,2.0
Wcap,1,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-27165.9067,40611.0,67776.9067,1355.5381,750.0944,750.0943,50,32,18,18,50238.0,113752.0,36512079,195,,50.0,0.1,2.0
Wcap,2,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-23345.0259,40611.0,63956.0259,1279.1205,750.0975,750.0974,50,34,16,16,50238.0,227504.0,37871422,202,,50.0,0.1,2.0
Wcap,4,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-21679.5373,40611.0,62290.5373,1245.8107,750.0995,750.0994,50,33,17,17,50238.0,455008.0,37238538,199,,50.0,0.1,2.0
baseline,-,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-27165.9067,40611.0,67776.9067,1355.5381,750.0932,750.0932,50,32,18,18,50238.0,113752.0,36456859,195,,50.0,0.1,2.0
vDfact,0.5,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-53983.3857,36961.0,90944.3857,1818.8877,751.2337,751.2336,44,39,5,5,44220.0,113752.0,43678739,234,,50.0,0.1,0.5
vDfact,1,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-41498.8188,39559.0,81057.8188,1621.1564,752.8305,752.8305,48,36,12,12,48230.0,113752.0,38894412,208,,50.0,0.1,1.0
vDfact,2,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-27165.9067,40611.0,67776.9067,1355.5381,750.0956,750.0956,50,32,18,18,50238.0,113752.0,35545043,190,,50.0,0.1,2.0
vDfact,3,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-24488.0731,40611.0,65099.0731,1301.9815,750.0519,400.6728,50,27,23,23,50238.0,113752.0,35623376,191,,50.0,0.1,3.0
vDfact,4,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-19242.6325,40611.0,59853.6325,1197.0726,750.0507,505.2195,50,27,23,23,50238.0,113752.0,35240937,188,,50.0,0.1,4.0
vmin,0.05,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-29972.5168,40082.0,70054.5168,1401.0903,750.0598,319.3551,49,32,17,17,49231.0,113752.0,37031384,198,,50.0,0.05,2.0
vmin,0.1,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-27165.9067,40611.0,67776.9067,1355.5381,750.0934,750.0933,50,32,18,18,50238.0,113752.0,36297455,194,,50.0,0.1,2.0
vmin,0.25,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-27138.0572,40611.0,67749.0572,1354.9811,750.062,731.197,50,33,17,17,50238.0,113752.0,37086164,198,,50.0,0.25,2.0
vmin,0.5,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-24538.8348,40611.0,65149.8348,1302.9967,750.0895,750.0894,50,33,17,17,50238.0,113752.0,37506225,201,,50.0,0.5,2.0
vmin,0.9,ttd300,50,1,0.75,280.0,374.0,ttd300_n50_L1_f075,1,ok,-20007.851,40611.0,60618.851,1212.377,750.0598,52.7462,50,32,18,18,50238.0,113752.0,37717224,202,,50.0,0.9,2.0
R,1,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,39201.4239,40611.0,1409.5761,1409.5761,750.0577,91.3721,50,31,19,19,50238.0,113752.0,37263105,199,,1.0,0.1,2.0
R,100,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-99058.2871,37769.0,136827.2871,1368.2729,750.0624,162.0926,46,30,16,17,46205.0,113752.0,37124442,199,,100.0,0.1,2.0
R,12.5,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,22838.6866,40611.0,17772.3134,1421.7851,750.0652,280.293,50,35,15,15,50238.0,113752.0,36475058,195,,12.5,0.1,2.0
R,200,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-223821.5374,20137.0,243958.5374,1219.7927,750.0615,511.1381,25,15,10,15,25099.0,113752.0,37872322,202,,200.0,0.1,2.0
R,25,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,5342.1678,40611.0,35268.8322,1410.7533,750.0632,278.8465,50,33,17,17,50238.0,113752.0,36496564,195,,25.0,0.1,2.0
R,50,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-27858.3954,40082.0,67940.3954,1358.8079,750.1304,750.1303,49,31,18,18,49231.0,113752.0,36653315,196,,50.0,0.1,2.0
Wcap,0.25,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-48202.3005,17643.0,65845.3005,1316.906,750.0563,612.1016,21,12,9,17,21094.0,28438.0,37933512,203,,50.0,0.1,2.0
Wcap,0.5,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-41890.709,29682.0,71572.709,1431.4542,750.0615,724.0382,35,21,14,18,35167.0,56876.0,37255468,199,,50.0,0.1,2.0
Wcap,1,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-27858.3954,40082.0,67940.3954,1358.8079,750.1302,750.1301,49,31,18,18,49231.0,113752.0,37041803,198,,50.0,0.1,2.0
Wcap,2,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-23747.1298,40611.0,64358.1298,1287.1626,750.0631,290.9053,50,34,16,16,50238.0,227504.0,37423477,200,,50.0,0.1,2.0
Wcap,4,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-21245.8069,40611.0,61856.8069,1237.1361,750.0638,207.368,50,34,16,16,50238.0,455008.0,36986131,198,,50.0,0.1,2.0
baseline,-,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-27858.3954,40082.0,67940.3954,1358.8079,750.1289,750.1288,49,31,18,18,49231.0,113752.0,36685981,196,,50.0,0.1,2.0
vDfact,2,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-27858.3954,40082.0,67940.3954,1358.8079,750.1269,750.1268,49,31,18,18,49231.0,113752.0,36633031,196,,50.0,0.1,2.0
vDfact,1,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-41914.5692,40082.0,81996.5692,1639.9314,751.8536,751.8535,49,39,10,10,49231.0,113752.0,40031034,214,,50.0,0.1,1.0
vDfact,0.5,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-53072.5401,38080.0,91152.5401,1823.0508,756.1357,756.1356,46,40,6,6,46218.0,113752.0,44031022,236,,50.0,0.1,0.5
vDfact,3,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-21902.182,40611.0,62513.182,1250.2636,750.0582,680.3889,50,31,19,19,50238.0,113752.0,35544737,190,,50.0,0.1,3.0
vDfact,4,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-19528.6633,40611.0,60139.6633,1202.7933,750.0579,63.1287,50,28,22,22,50238.0,113752.0,34978669,187,,50.0,0.1,4.0
vmin,0.05,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-29837.8973,40611.0,70448.8973,1408.9779,750.1276,750.1276,50,33,17,17,50238.0,113752.0,37337466,200,,50.0,0.05,2.0
vmin,0.1,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-27858.3954,40082.0,67940.3954,1358.8079,750.1294,750.1293,49,31,18,18,49231.0,113752.0,36959417,198,,50.0,0.1,2.0
vmin,0.25,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-27746.7347,40611.0,68357.7347,1367.1547,750.062,274.8031,50,32,18,18,50238.0,113752.0,36801697,197,,50.0,0.25,2.0
vmin,0.5,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-25575.7259,40611.0,66186.7259,1323.7345,750.064,15.6627,50,33,17,17,50238.0,113752.0,36178242,193,,50.0,0.5,2.0
vmin,0.9,ttd300,50,1,1.0,374.0,374.0,ttd300_n50_L1_f100,1,ok,-20704.7932,40611.0,61315.7932,1226.3159,750.0656,171.8435,50,35,15,15,50238.0,113752.0,37152928,199,,50.0,0.9,2.0
R,100,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-137432.0747,47951.0,185383.0747,1853.8307,975.279,975.2789,58,39,19,24,58241.0,170628.0,38304243,137,,100.0,0.1,2.0
R,1,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,56856.8045,58888.0,2031.1955,2031.1955,975.4632,975.4631,75,52,23,23,75317.0,170628.0,38330077,137,,1.0,0.1,2.0
R,12.5,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,33632.2839,58888.0,25255.7161,2020.4573,975.4187,975.4187,75,45,30,30,75317.0,170628.0,37634526,134,,12.5,0.1,2.0
R,200,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-308709.4716,33536.0,342245.4716,1711.2274,975.582,975.582,42,24,18,27,42155.0,170628.0,38889889,139,,200.0,0.1,2.0
R,50,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-43423.9709,57688.0,101111.9709,2022.2394,975.1966,975.1966,72,43,29,29,72302.0,170628.0,37802552,135,,50.0,0.1,2.0
R,25,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,8267.9623,58888.0,50620.0377,2024.8015,975.4639,975.4638,75,48,27,27,75317.0,170628.0,37546231,134,,25.0,0.1,2.0
Wcap,0.25,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-74383.7467,17245.0,91628.7467,1832.5749,975.3716,975.3716,22,12,10,26,22087.0,42657.0,40227749,144,,50.0,0.1,2.0
Wcap,0.5,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-58972.2846,40303.0,99275.2846,1985.5057,975.4305,975.4305,48,26,22,28,48213.0,85314.0,38383239,137,,50.0,0.1,2.0
Wcap,1,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-42879.8254,57688.0,100567.8254,2011.3565,975.3275,975.3275,72,42,30,30,72302.0,170628.0,37850749,135,,50.0,0.1,2.0
Wcap,2,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-32480.7207,58888.0,91368.7207,1827.3744,975.3835,975.3834,75,52,23,23,75317.0,341256.0,37872685,135,,50.0,0.1,2.0
Wcap,4,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-28785.5609,58888.0,87673.5609,1753.4712,975.3776,975.3776,75,45,30,30,75317.0,682512.0,37561118,134,,50.0,0.1,2.0
baseline,-,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-43423.9709,57688.0,101111.9709,2022.2394,975.2051,975.2051,72,43,29,29,72302.0,170628.0,37903541,136,,50.0,0.1,2.0
vDfact,1,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-50647.9773,57102.0,107749.9773,2154.9995,975.4794,975.4794,71,51,20,20,71295.0,170628.0,39941748,143,,50.0,0.1,1.0
vDfact,0.5,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-58582.7618,55686.0,114268.7618,2285.3752,977.9395,977.9394,68,58,10,10,68277.0,170628.0,41923533,151,,50.0,0.1,0.5
vDfact,2,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-43423.9709,57688.0,101111.9709,2022.2394,975.2014,975.2013,72,43,29,29,72302.0,170628.0,38440241,138,,50.0,0.1,2.0
vDfact,3,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-41491.1073,56703.0,98194.1073,1963.8821,975.213,975.2129,70,42,28,30,70292.0,170628.0,36766686,131,,50.0,0.1,3.0
vDfact,4,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-42454.2207,56112.0,98566.2207,1971.3244,975.2007,975.2007,69,41,28,29,69284.0,170628.0,37540239,134,,50.0,0.1,4.0
vmin,0.05,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-45123.2062,56066.0,101189.2062,2023.7841,975.311,975.3109,69,45,24,26,69285.0,170628.0,37414047,134,,50.0,0.05,2.0
vmin,0.1,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-43423.9709,57688.0,101111.9709,2022.2394,975.1946,975.1945,72,43,29,29,72302.0,170628.0,38313183,137,,50.0,0.1,2.0
vmin,0.25,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-39959.4593,58114.0,98073.4593,1961.4692,975.4324,975.4324,73,48,25,25,73309.0,170628.0,37880060,135,,50.0,0.25,2.0
vmin,0.5,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-35172.9905,58888.0,94060.9905,1881.2198,975.2129,975.2127,75,49,26,26,75317.0,170628.0,37808638,135,,50.0,0.5,2.0
vmin,0.9,ttd300,75,1,0.25,94.0,374.0,ttd300_n75_L1_f025,1,ok,-25225.9415,58888.0,84113.9415,1682.2788,975.2225,975.2225,75,51,24,24,75317.0,170628.0,36928062,132,,50.0,0.9,2.0
R,1,ttd300,75,1,0.5,187.0,374.0,ttd300_n75_L1_f050,1,ok,57062.3951,58888.0,1825.6049,1825.6049,975.396,975.3959,75,51,24,24,75317.0,170628.0,35585913,127,,1.0,0.1,2.0
R,100,ttd300,75,1,0.5,187.0,374.0,ttd300_n75_L1_f050,1,ok,-127456.1243,52016.0,179472.1243,1794.7212,975.2313,975.2312,63,39,24,28,63258.0,170628.0,36781453,132,,100.0,0.1,2.0
R,12.5,ttd300,75,1,0.5,187.0,374.0,ttd300_n75_L1_f050,1,ok,35476.6801,58888.0,23411.3199,1872.9056,975.1385,406.7046,75,46,29,29,75317.0,170628.0,35777633,128,,12.5,0.1,2.0
R,200,ttd300,75,1,0.5,187.0,374.0,ttd300_n75_L1_f050,1,ok,-301317.5327,23801.0,325118.5327,1625.5927,975.2317,975.2316,30,22,8,21,30124.0,170628.0,37107447,133,,200.0,0.1,2.0
R,25,ttd300,75,1,0.5,187.0,374.0,ttd300_n75_L1_f050,1,ok,13078.9326,58888.0,45809.0674,1832.3627,975.3986,975.3985,75,49,26,26,75317.0,170628.0,35076062,125,,25.0,0.1,2.0
R,50,ttd300,75,1,0.5,187.0,374.0,ttd300_n75_L1_f050,1,ok,-33963.2147,58031.0,91994.2147,1839.8843,975.3613,975.3612,73,47,26,26,73308.0,170628.0,36314289,130,,50.0,0.1,2.0
Wcap,0.25,ttd300,75,1,0.5,187.0,374.0,ttd300_n75_L1_f050,1,ok,-64704.6005,20213.0,84917.6005,1698.352,975.1379,503.0321,25,14,11,26,25110.0,42657.0,37560442,134,,50.0,0.1,2.0
